NDF-RT Code	NDF-RT Name
N0000009843	Salivation Stimulation
N0000009978	Sebaceous Gland Alteration
N0000175727	Sensory System Activity Alteration
N0000009844	Serotonin Activity Alteration
N0000010284	Shorten Conduction System Depolarization Time
N0000010286	Shorten Conduction System Repolarization Time
N0000010282	Skin Barrier Activity
N0000009845	Small Intestine Fluid/Electrolyte Absorption Alteration
N0000009846	Small Intestine Fluid/Electrolyte Alteration
N0000009847	Small Intestine Fluid/Electrolyte Secretion Alteration
N0000010268	Smooth Muscle Tone Alteration
N0000009848	Somatostatin Activity Alteration
N0000009849	Somatostatin Alteration
N0000009850	Somatostatin Secretion Alteration
N0000009851	Special Sensory Systems Activity Alteration
N0000009852	Sperm Alteration
N0000009989	Sperm Death Alteration
N0000009853	Sperm Motility Alteration
N0000009854	Spermatogenesis Alteration
N0000009855	Splanchnic Arterial Vasoconstriction
N0000009856	Splanchnic Arterial Vasodilation
N0000175409	Splanchnic Arteriolar Vasoconstriction
N0000175393	Splanchnic Arteriolar Vasodilation
N0000010222	Sterol Metabolism Alteration
N0000010223	Sterol Synthesis Alteration
N0000009857	Stimulate Breast Glandular Development
N0000009858	Stimulate Breast Milk Ejection
N0000009859	Stimulate Breast Milk Secretion
N0000009860	Stimulate Embryonic & Fetal Development
N0000009861	Stimulate Ovarian Follicular Phase
N0000009862	Stimulate Ovarian Luteal Phase
N0000009863	Stimulate Ovulation
N0000009864	Stimulate Penile Development
N0000009865	Stimulate Uterine Menstrual Phase
N0000009866	Stimulate Uterine Proliferative Phase
N0000009867	Stimulate Uterine Secretory Phase
N0000009868	Stimulation Gastric Acid Secretion
N0000009869	Stimulation Gastric Mucous Secretion
N0000009870	Stimulation Large Intestine Fluid/Electrolyte Absorption
N0000009871	Stimulation Large Intestine Fluid/Electrolyte Secretion
N0000009872	Stimulation Pancreatic Enzymatic Secretion
N0000009873	Stimulation Pancreatic Fluid/Electrolyte Secretion
N0000009874	Stimulation Small Intestine Fluid/Electrolyte Absorption
N0000009875	Stimulation Small Intestine Fluid/Electrolyte Secretion
N0000009877	Striated Muscle Anabolism Alteration
N0000009878	Striated Muscle Catabolism Alteration
N0000009879	Striated Muscle Contraction Alteration
N0000009876	Striated Muscle Metabolic Alteration
N0000175734	Striated Muscle Tone Alteration
N0000009880	Substance P Activity Alteration
N0000009881	Sunscreening Activity
N0000175647	Sympathetic Activity Alteration
N0000009941	Systemic Arterial Vasoconstriction
N0000009940	Systemic Arterial Vasodilation
N0000175410	Systemic Arteriolar Vasoconstriction
N0000175394	Systemic Arteriolar Vasodilation
N0000009882	Systemic Venous Vasoconstriction
N0000009883	Systemic Venous Vasodilation
N0000182153	T Lymphocyte Activity Modulation
N0000182829	T Lymphocyte Costimulation Activity Blockade
N0000182154	T Lymphocyte Costimulation Activity Modulation
N0000009887	Testicular Endocrine Activity Alteration
N0000009889	Thyroid Gland Activity Alteration
N0000009890	Thyroid Hormone Iodination Alteration
N0000009891	Thyroid Hormone Secretion Alteration
N0000009885	Thyrotropin Releasing Hormone Alteration
N0000009892	Tracheobronchial Stretch Receptor Alteration
N0000009893	Transcription to RNA Alteration
N0000009894	Translation Alteration
N0000009884	TRH Activity Alteration
N0000009886	TRH Secretion Alteration
N0000009895	Triglyceride Metabolism Alteration
N0000009925	Unknown Physiological Effect
N0000009975	Urethra Smooth Muscle Tone Alteration
N0000009896	Uricosuric Activity
N0000009897	Uterine Function Alteration
N0000009898	Uterine Menstrual Phase
N0000009899	Uterine Proliferative Phase Alteration
N0000009900	Uterine Secretory Phase Alteration
N0000009901	Uterine Smooth Muscle Contraction or Tone
N0000009902	Vaginal Function Alteration
N0000009903	Vaginal Muscle Tone Alteration
N0000009904	Vaginal Secretion Alteration
N0000020002	Vascular Alterations
N0000020003	Vascular Growth Alteration
N0000020005	Vascular Growth Decrease
N0000020004	Vascular Growth Increase
N0000010250	Vascular Permeability Alteration
N0000009905	Vascular Sclerosing Activity
N0000010269	Vascular Smooth Muscle Tone Alteration
N0000009906	Vascular Tone Alteration
N0000009907	Vasoactive Intestinal Polypeptide (VIP) Activity Alteration
N0000009908	Vasoconstriction
N0000009909	Vasodilation
N0000009910	Venous Vasoconstriction
N0000009911	Venous Vasodilation
N0000009912	Ventilatory Gas Flow Alteration
N0000009913	Ventricular Depolarization
N0000009914	Ventricular Repolarization
N0000009932	Vitamin Uptake and Modification Alteration
