NDF-RT Code	NDF-RT Name
N0000167318	Pyridoxic Acid
N0000006060	Pyridoxine
N0000179616	Pyridoxine Hydrochloride
N0000006062	Pyrilamine
N0000006064	Pyrimethamine
N0000170805	Pyrimidine Dimers
N0000008147	Pyrimidine Nucleosides
N0000170767	Pyrimidine Nucleotides
N0000182049	Pyrimidine Phosphorylases
N0000007587	Pyrimidines
N0000007588	Pyrimidinones
N0000192991	Pyrin
N0000167229	Pyrithiamine
N0000179286	pyrithione zinc
N0000167222	Pyrithioxin
N0000006089	Pyrogallol
N0000169322	Pyroglobulins
N0000167675	Pyroglutamate Hydrolase
N0000167584	Pyroglutamyl-Peptidase I
N0000007590	Pyrones
N0000167263	Pyronine
N0000167531	Pyrophosphatases
N0000175469	Pyrophosphate Analog
N0000007592	Pyrroles
N0000007593	Pyrrolidines
N0000007594	Pyrrolidinones
N0000170263	Pyrrolidonecarboxylic Acid
N0000167890	Pyrroline Carboxylate Reductases
N0000166982	Pyrrolizidine Alkaloids
N0000167048	Pyrrolnitrin
N0000166972	Pyrroloiminoquinones
N0000166838	Pyruvaldehyde
N0000167755	Pyruvate Carboxylase
N0000168058	Pyruvate Decarboxylase
N0000167917	Pyruvate Dehydrogenase (Lipoamide)
N0000167644	Pyruvate Dehydrogenase (Lipoamide)-Phosphatase
N0000167744	Pyruvate Dehydrogenase Complex
N0000168216	Pyruvate Kinase
N0000167914	Pyruvate Oxidase
N0000167915	Pyruvate Synthase
N0000168249	Pyruvate, Orthophosphate Dikinase
N0000166686	Pyruvates
N0000166688	Pyruvic Acid
N0000166912	Pyrvinium Compounds
N0000168268	Q beta Replicase
N0000168713	Q-SNARE Proteins
N0000168715	Qa-SNARE Proteins
N0000168714	Qb-SNARE Proteins
N0000168718	Qc-SNARE Proteins
N0000166298	Quartz
N0000166345	Quassins
N0000166489	Quaternary Ammonium Compounds
N0000179225	quaternium-15
N0000179690	quaternium-22
N0000005407	quazepam
N0000167022	Quercetin
N0000191930	Quetiapine Fumarate
N0000185651	Quillaja Saponins
N0000006230	Quinacrine
N0000179447	Quinacrine Monohydrochloride
N0000167272	Quinacrine Mustard
N0000166913	Quinaldines
N0000006736	quinapril
N0000007605	Quinazolines
N0000175104	Quinazolinones
N0000006905	Quinestrol
N0000006143	quinethazone
N0000166670	Quinic Acid
N0000007728	Quinidine
N0000179226	quinidine gluconate
N0000179295	quinidine polygalacturonate
N0000178968	Quinidine Sulfate
N0000006907	Quinine
N0000178969	Quinine Sulfate
N0000007731	Quinolines
N0000167233	Quinolinic Acid
N0000167232	Quinolinic Acids
N0000166910	Quinolinium Compounds
N0000178811	Quinolizidines
N0000007734	Quinolizines
N0000007606	Quinolones
N0000167812	Quinone Reductases
N0000008181	Quinones
N0000007739	Quinoxalines
N0000167290	Quinpirole
N0000007740	Quinuclidines
N0000007741	Quinuclidinyl Benzilate
N0000179688	quinupristin
N0000167123	Quipazine
N0000170217	Quisqualic Acid
N0000168720	R-SNARE Proteins
N0000170568	rab GTP-Binding Proteins
N0000170569	rab1 GTP-Binding Proteins
N0000170574	rab2 GTP-Binding Protein
N0000170571	rab3 GTP-Binding Proteins
N0000170572	rab3A GTP-Binding Protein
N0000170573	rab4 GTP-Binding Proteins
N0000170570	rab5 GTP-Binding Proteins
N0000005413	Rabeprazole
N0000005415	Rabies Vaccines
N0000170580	rac GTP-Binding Proteins
N0000170581	rac1 GTP-Binding Protein
N0000179029	racecadotril
N0000168097	Racemases and Epimerases
N0000189394	Racemethionine
N0000189415	Racepinephrine
N0000166885	Raclopride
N0000169236	Rad51 Recombinase
N0000169238	Rad52 DNA Repair and Recombination Protein
N0000166093	Radioactive Tracers
N0000166091	Radioisotopes
N0000166243	Radium
N0000166180	Radon
N0000166181	Radon Daughters
N0000170473	raf Kinases
N0000168511	Raffinose
N0000166894	Rafoxanide
N0000170564	ral GTP-Binding Proteins
N0000170511	ral Guanine Nucleotide Exchange Factor
N0000179572	Raloxifene Hydrochloride
N0000191967	Raltegravir Potassium
N0000171613	ramelteon
N0000007202	Ramipril
N0000179227	ramoplanin
N0000170565	ran GTP-Binding Protein
N0000179788	Ranibizumab
N0000007158	Ranitidine
N0000007390	ranitidine bismuth citrate
N0000179602	Ranitidine Hydrochloride
N0000175315	RANK Ligand
N0000175343	Ranolazine
N0000170566	rap GTP-Binding Proteins
N0000170567	rap1 GTP-Binding Proteins
N0000179712	rapacuronium
N0000170505	ras GTPase-Activating Proteins
N0000170513	ras Guanine Nucleotide Exchange Factors
N0000170561	ras Proteins
N0000170517	ras-GRF1
N0000179514	rasagiline
N0000010172	rasburicase
N0000006134	Razoxane
N0000011365	Reactive Nitrogen Species
N0000166150	Reactive Oxygen Species
N0000169347	Reagins
N0000179352	reboxetine
N0000168281	Rec A Recombinases
N0000175252	Receptor Activator of Nuclear Factor-kappa B
N0000182072	Receptor Activity-Modifying Protein 1
N0000182073	Receptor Activity-Modifying Protein 2
N0000182074	Receptor Activity-Modifying Protein 3
N0000182131	Receptor Activity-Modifying Proteins
N0000168795	Receptor Protein-Tyrosine Kinases
N0000180268	Receptor Tyrosine Kinase-like Orphan Receptors
N0000168973	Receptor, Adenosine A1
N0000168971	Receptor, Adenosine A2A
N0000168972	Receptor, Adenosine A2B
N0000168974	Receptor, Adenosine A3
N0000171331	Receptor, Anaphylatoxin C5a
N0000168912	Receptor, Angiotensin, Type 1
N0000168911	Receptor, Angiotensin, Type 2
N0000168996	Receptor, Bradykinin B1
N0000168995	Receptor, Bradykinin B2
N0000168964	Receptor, Cannabinoid, CB1
N0000168965	Receptor, Cannabinoid, CB2
N0000168882	Receptor, Cholecystokinin A
N0000168883	Receptor, Cholecystokinin B
N0000168849	Receptor, Ciliary Neurotrophic Factor
N0000168961	Receptor, Endothelin A
N0000168960	Receptor, Endothelin B
N0000168800	Receptor, EphA1
N0000168803	Receptor, EphA2
N0000168805	Receptor, EphA3
N0000168810	Receptor, EphA4
N0000168798	Receptor, EphA5
N0000168807	Receptor, EphA6
N0000168804	Receptor, EphA7
N0000168802	Receptor, EphA8
N0000168801	Receptor, EphB1
N0000168797	Receptor, EphB2
N0000168809	Receptor, EphB3
N0000168806	Receptor, EphB4
N0000168808	Receptor, EphB5
N0000168799	Receptor, EphB6
N0000168855	Receptor, Epidermal Growth Factor
N0000171361	Receptor, ErbB-2
N0000171377	Receptor, ErbB-3
N0000191061	Receptor, ErbB-4
N0000168832	Receptor, Fibroblast Growth Factor, Type 1
N0000168831	Receptor, Fibroblast Growth Factor, Type 2
N0000169090	Receptor, Fibroblast Growth Factor, Type 3
N0000168829	Receptor, Fibroblast Growth Factor, Type 4
N0000168830	Receptor, Fibroblast Growth Factor, Type 5
N0000168981	Receptor, Galanin, Type 1
N0000168979	Receptor, Galanin, Type 2
N0000168980	Receptor, Galanin, Type 3
N0000168822	Receptor, IGF Type 1
N0000168823	Receptor, IGF Type 2
N0000168857	Receptor, Insulin
N0000175243	Receptor, Interferon alpha-beta
N0000171290	Receptor, Macrophage Colony-Stimulating Factor
N0000168904	Receptor, Melanocortin, Type 1
N0000168905	Receptor, Melanocortin, Type 2
N0000168906	Receptor, Melanocortin, Type 3
N0000168907	Receptor, Melanocortin, Type 4
N0000168908	Receptor, Melatonin, MT1
N0000168909	Receptor, Melatonin, MT2
N0000189424	Receptor, Metabotropic Glutamate 5
N0000168957	Receptor, Muscarinic M1
N0000168954	Receptor, Muscarinic M2
N0000168955	Receptor, Muscarinic M3
N0000168958	Receptor, Muscarinic M4
N0000168956	Receptor, Muscarinic M5
N0000168850	Receptor, Nerve Growth Factor
N0000169897	Receptor, Notch1
N0000169898	Receptor, Notch2
N0000193106	Receptor, Notch3
N0000169183	Receptor, PAR-1
N0000168977	Receptor, PAR-2
N0000168916	Receptor, Parathyroid Hormone, Type 1
N0000168917	Receptor, Parathyroid Hormone, Type 2
N0000168846	Receptor, Platelet-Derived Growth Factor alpha
N0000168847	Receptor, Platelet-Derived Growth Factor beta
N0000168891	Receptor, Serotonin, 5-HT1A
N0000168892	Receptor, Serotonin, 5-HT1B
N0000168893	Receptor, Serotonin, 5-HT1D
N0000168888	Receptor, Serotonin, 5-HT2A
N0000168887	Receptor, Serotonin, 5-HT2B
N0000168886	Receptor, Serotonin, 5-HT2C
N0000168812	Receptor, TIE-1
N0000168813	Receptor, TIE-2
N0000168854	Receptor, trkA
N0000168853	Receptor, trkB
N0000168851	Receptor, trkC
N0000171306	Receptor-CD3 Complex, Antigen, T-Cell
N0000175181	Receptor-Interacting Protein Serine-Threonine Kinase 2
N0000175180	Receptor-Interacting Protein Serine-Threonine Kinases
N0000178780	Receptor-Like Protein Tyrosine Phosphatases
N0000178782	Receptor-Like Protein Tyrosine Phosphatases, Class 1
N0000178783	Receptor-Like Protein Tyrosine Phosphatases, Class 2
N0000178785	Receptor-Like Protein Tyrosine Phosphatases, Class 3
N0000178784	Receptor-Like Protein Tyrosine Phosphatases, Class 4
N0000178786	Receptor-Like Protein Tyrosine Phosphatases, Class 5
N0000178787	Receptor-Like Protein Tyrosine Phosphatases, Class 7
N0000178788	Receptor-Like Protein Tyrosine Phosphatases, Class 8
N0000168970	Receptors, Adenosine A2
N0000178773	Receptors, Adipokine
N0000178774	Receptors, Adiponectin
N0000168923	Receptors, Adrenergic
N0000168928	Receptors, Adrenergic, alpha
N0000168929	Receptors, Adrenergic, alpha-1
N0000168930	Receptors, Adrenergic, alpha-2
N0000168924	Receptors, Adrenergic, beta
N0000168925	Receptors, Adrenergic, beta-1
N0000168926	Receptors, Adrenergic, beta-2
N0000168927	Receptors, Adrenergic, beta-3
N0000182056	Receptors, Adrenomedullin
N0000168818	Receptors, Albumin
N0000168771	Receptors, Amino Acid
N0000168775	Receptors, AMPA
N0000170113	Receptors, Androgen
N0000168910	Receptors, Angiotensin
N0000168763	Receptors, Antigen
N0000169386	Receptors, Antigen, B-Cell
N0000168764	Receptors, Antigen, T-Cell
N0000168766	Receptors, Antigen, T-Cell, alpha-beta
N0000168765	Receptors, Antigen, T-Cell, gamma-delta
N0000185687	Receptors, Artificial
N0000170126	Receptors, Aryl Hydrocarbon
N0000168868	Receptors, Atrial Natriuretic Factor
N0000183483	Receptors, Autocrine Motility Factor
N0000168874	Receptors, Biogenic Amine
N0000168967	Receptors, Bombesin
N0000168994	Receptors, Bradykinin
N0000168950	Receptors, Calcitonin
N0000168901	Receptors, Calcitonin Gene-Related Peptide
N0000170131	Receptors, Calcitriol
N0000168899	Receptors, Calcium-Sensing
N0000168963	Receptors, Cannabinoid
N0000168922	Receptors, Catecholamine
N0000178767	Receptors, CCR
N0000178668	Receptors, CCR1
N0000178747	Receptors, CCR10
N0000178636	Receptors, CCR2
N0000178655	Receptors, CCR3
N0000178669	Receptors, CCR4
N0000168895	Receptors, CCR5
N0000178769	Receptors, CCR6
N0000178685	Receptors, CCR7
N0000178770	Receptors, CCR8
N0000008285	Receptors, Cell Surface
N0000168894	Receptors, Chemokine
N0000168881	Receptors, Cholecystokinin
N0000168769	Receptors, Cholinergic
N0000168871	Receptors, Collagen
N0000168836	Receptors, Colony-Stimulating Factor
N0000168735	Receptors, Complement
N0000171328	Receptors, Complement 3b
N0000171311	Receptors, Complement 3d
N0000168734	Receptors, Concanavalin A
N0000168860	Receptors, Corticotropin
N0000168951	Receptors, Corticotropin-Releasing Hormone
N0000178766	Receptors, CXCR
N0000178683	Receptors, CXCR3
N0000168896	Receptors, CXCR4
N0000178716	Receptors, CXCR5
N0000168976	Receptors, Cyclic AMP
N0000168737	Receptors, Cytoadhesin
N0000008254	Receptors, Cytokine
N0000170102	Receptors, Cytoplasmic and Nuclear
N0000175305	Receptors, Death Domain
N0000168931	Receptors, Dopamine
N0000168935	Receptors, Dopamine D1
N0000168932	Receptors, Dopamine D2
N0000168933	Receptors, Dopamine D3
N0000168934	Receptors, Dopamine D4
N0000168936	Receptors, Dopamine D5
N0000170171	Receptors, Drug
N0000175260	Receptors, Ectodysplasin
N0000168986	Receptors, Eicosanoid
N0000168959	Receptors, Endothelin
N0000168796	Receptors, Eph Family
N0000168991	Receptors, Epoprostenol
N0000168839	Receptors, Erythropoietin
N0000170106	Receptors, Estradiol
N0000170105	Receptors, Estrogen
N0000168759	Receptors, Fc
N0000168739	Receptors, Fibrinogen
N0000168828	Receptors, Fibroblast Growth Factor
N0000168738	Receptors, Fibronectin
N0000168937	Receptors, Formyl Peptide
N0000168966	Receptors, FSH
N0000168879	Receptors, G-Protein-Coupled
N0000168772	Receptors, GABA
N0000168773	Receptors, GABA-A
N0000168944	Receptors, GABA-B
N0000168978	Receptors, Galanin
N0000168819	Receptors, Gastrointestinal Hormone
N0000178657	Receptors, Ghrelin
N0000168946	Receptors, Glucagon
N0000170112	Receptors, Glucocorticoid
N0000168774	Receptors, Glutamate
N0000168778	Receptors, Glycine
N0000168817	Receptors, Gonadotropin
N0000168838	Receptors, Granulocyte Colony-Stimulating Factor
N0000168840	Receptors, Granulocyte-Macrophage Colony-Stimulating Factor
N0000168820	Receptors, Growth Factor
N0000168793	Receptors, Guanylate Cyclase-Coupled
N0000168875	Receptors, Histamine
N0000168948	Receptors, Histamine H1
N0000168962	Receptors, Histamine H2
N0000168876	Receptors, Histamine H3
N0000168732	Receptors, HIV
N0000171274	Receptors, IgE
N0000171297	Receptors, IgG
N0000008279	Receptors, Immunologic
N0000168761	Receptors, Interferon
N0000168762	Receptors, Interleukin
N0000171316	Receptors, Interleukin-1
N0000175285	Receptors, Interleukin-1 Type I
N0000175283	Receptors, Interleukin-1 Type II
N0000175292	Receptors, Interleukin-10
N0000175295	Receptors, Interleukin-11
N0000175288	Receptors, Interleukin-12
N0000175278	Receptors, Interleukin-13
N0000175281	Receptors, Interleukin-15
N0000175287	Receptors, Interleukin-16
N0000175286	Receptors, Interleukin-17
N0000175297	Receptors, Interleukin-18
N0000171279	Receptors, Interleukin-2
N0000175271	Receptors, Interleukin-21
N0000168837	Receptors, Interleukin-3
N0000171298	Receptors, Interleukin-4
N0000175269	Receptors, Interleukin-4, Type I
N0000175266	Receptors, Interleukin-4, Type II
N0000175273	Receptors, Interleukin-5
N0000171296	Receptors, Interleukin-6
N0000171347	Receptors, Interleukin-7
N0000175244	Receptors, Interleukin-8
N0000171308	Receptors, Interleukin-8A
N0000168943	Receptors, Interleukin-8B
N0000175300	Receptors, Interleukin-9
N0000168867	Receptors, Invertebrate Peptide
N0000182103	Receptors, Ionotropic Glutamate
N0000182094	Receptors, Islet Amyloid Polypeptide
N0000168776	Receptors, Kainic Acid
N0000178680	Receptors, KIR
N0000178742	Receptors, KIR2DL1
N0000178741	Receptors, KIR2DL2
N0000178736	Receptors, KIR2DL3
N0000178740	Receptors, KIR2DL4
N0000178737	Receptors, KIR2DL5
N0000178738	Receptors, KIR3DL1
N0000178709	Receptors, KIR3DL2
N0000178739	Receptors, KIR3DS1
N0000168757	Receptors, Laminin
N0000168784	Receptors, LDL
N0000178652	Receptors, Leptin
N0000168740	Receptors, Leukocyte-Adhesion
N0000168988	Receptors, Leukotriene
N0000168989	Receptors, Leukotriene B4
N0000168902	Receptors, LH
N0000168880	Receptors, LHRH
N0000168783	Receptors, Lipoprotein
N0000168814	Receptors, Lipoxin
N0000171338	Receptors, Lymphocyte Homing
N0000168920	Receptors, Lysophosphatidic Acid
N0000168918	Receptors, Lysophospholipid
N0000168919	Receptors, Lysosphingolipid
N0000168898	Receptors, Mating Factor
N0000168903	Receptors, Melanocortin
N0000170127	Receptors, Melatonin
N0000168913	Receptors, Metabotropic Glutamate
N0000170114	Receptors, Mineralocorticoid
N0000168733	Receptors, Mitogen
N0000168953	Receptors, Muscarinic
N0000169164	Receptors, N-Acetylglucosamine
N0000168777	Receptors, N-Methyl-D-Aspartate
N0000178858	Receptors, Natural Cytotoxicity Triggering
N0000178856	Receptors, Natural Killer Cell
N0000168848	Receptors, Nerve Growth Factor
N0000168866	Receptors, Neurokinin-1
N0000168865	Receptors, Neurokinin-2
N0000168864	Receptors, Neurokinin-3
N0000168858	Receptors, Neuropeptide
N0000168949	Receptors, Neuropeptide Y
N0000168900	Receptors, Neurotensin
N0000168768	Receptors, Neurotransmitter
N0000168770	Receptors, Nicotinic
N0000178729	Receptors, NK Cell Lectin-Like
N0000169896	Receptors, Notch
N0000168947	Receptors, Odorant
N0000175301	Receptors, Oncostatin M
N0000175302	Receptors, Oncostatin M, Type II
N0000168938	Receptors, Opioid
N0000168939	Receptors, Opioid, delta
N0000168941	Receptors, Opioid, kappa
N0000168940	Receptors, Opioid, mu
N0000175264	Receptors, OSM-LIF
N0000175247	Receptors, OX40
N0000168785	Receptors, Oxidized LDL
N0000168945	Receptors, Oxytocin
N0000168856	Receptors, Pancreatic Hormone
N0000168915	Receptors, Parathyroid Hormone
N0000168746	Receptors, Pattern Recognition
N0000168815	Receptors, Peptide
N0000170176	Receptors, Phencyclidine
N0000168897	Receptors, Pheromone
N0000178630	Receptors, Phospholipase A2
N0000168982	Receptors, Pituitary Adenylate Cyclase-Activating Polypeptide
N0000168984	Receptors, Pituitary Adenylate Cyclase-Activating Polypeptide, Type I
N0000168816	Receptors, Pituitary Hormone
N0000168869	Receptors, Pituitary Hormone-Regulating Hormone
N0000168845	Receptors, Platelet-Derived Growth Factor
N0000168760	Receptors, Polymeric Immunoglobulin
N0000168779	Receptors, Presynaptic
N0000170104	Receptors, Progesterone
N0000168861	Receptors, Prolactin
N0000168990	Receptors, Prostaglandin
N0000168992	Receptors, Prostaglandin E
N0000182096	Receptors, Prostaglandin E, EP1 Subtype
N0000182097	Receptors, Prostaglandin E, EP2 Subtype
N0000182098	Receptors, Prostaglandin E, EP3 Subtype
N0000182099	Receptors, Prostaglandin E, EP4 Subtype
N0000168878	Receptors, Proteinase-Activated
N0000168968	Receptors, Purinergic
N0000168969	Receptors, Purinergic P1
N0000168975	Receptors, Purinergic P2
N0000182104	Receptors, Purinergic P2X
N0000182062	Receptors, Purinergic P2X1
N0000182076	Receptors, Purinergic P2X2
N0000182058	Receptors, Purinergic P2X3
N0000182059	Receptors, Purinergic P2X4
N0000182070	Receptors, Purinergic P2X5
N0000182060	Receptors, Purinergic P2X7
N0000182105	Receptors, Purinergic P2Y
N0000182061	Receptors, Purinergic P2Y1
N0000182126	Receptors, Purinergic P2Y12
N0000182071	Receptors, Purinergic P2Y2
N0000170121	Receptors, Retinoic Acid
N0000168786	Receptors, Scavenger
N0000168884	Receptors, Serotonin
N0000168890	Receptors, Serotonin, 5-HT1
N0000168885	Receptors, Serotonin, 5-HT2
N0000168877	Receptors, Serotonin, 5-HT3
N0000168889	Receptors, Serotonin, 5-HT4
N0000168942	Receptors, sigma
N0000168821	Receptors, Somatomedin
N0000168952	Receptors, Somatostatin
N0000168859	Receptors, Somatotropin
N0000170103	Receptors, Steroid
N0000168863	Receptors, Tachykinin
N0000169182	Receptors, Thrombin
N0000175245	Receptors, Thrombopoietin
N0000168987	Receptors, Thromboxane
N0000168993	Receptors, Thromboxane A2, Prostaglandin H2
N0000170128	Receptors, Thyroid Hormone
N0000168862	Receptors, Thyrotropin
N0000168870	Receptors, Thyrotropin-Releasing Hormone
N0000168811	Receptors, TIE
N0000175259	Receptors, TNF-Related Apoptosis-Inducing Ligand
N0000169555	Receptors, Transferrin
N0000168841	Receptors, Transforming Growth Factor beta
N0000008082	Receptors, Tumor Necrosis Factor
N0000175257	Receptors, Tumor Necrosis Factor, Member 10c
N0000175242	Receptors, Tumor Necrosis Factor, Member 14
N0000175251	Receptors, Tumor Necrosis Factor, Member 25
N0000175255	Receptors, Tumor Necrosis Factor, Member 6b
N0000171322	Receptors, Tumor Necrosis Factor, Type I
N0000171292	Receptors, Tumor Necrosis Factor, Type II
N0000178602	Receptors, Urokinase Plasminogen Activator
N0000168824	Receptors, Vascular Endothelial Growth Factor
N0000168921	Receptors, Vasoactive Intestinal Peptide
N0000168985	Receptors, Vasoactive Intestinal Peptide, Type II
N0000168983	Receptors, Vasoactive Intestinal Polypeptide, Type I
N0000168914	Receptors, Vasopressin
N0000168742	Receptors, Very Late Antigen
N0000168731	Receptors, Virus
N0000168745	Receptors, Vitronectin
N0000183532	Receptors, Wnt
N0000011180	Recombinant Fusion Proteins
N0000179518	recombinant FVIIa
N0000175438	Recombinant Human Growth Hormones
N0000007956	Recombinant Proteins
N0000167524	Recombinases
N0000170615	Recoverin
N0000175146	RecQ Helicases
N0000010173	red yeast rice
N0000182053	Reduced Folate Carrier Protein
N0000192950	Regulatory Factor X Transcription Factors
N0000192958	Regulatory Factor X1
N0000170707	Regulatory Sequences, Ribonucleic Acid
N0000170324	Relaxin
N0000007442	remifentanil
N0000166887	Remoxipride
N0000167567	Renin
N0000006536	repaglinide
N0000169235	Replication Protein A
N0000169245	Replication Protein C
N0000169959	Repressor Proteins
N0000169261	Reptilian Proteins
N0000006068	rescinnamine
N0000006632	Reserpine
N0000171544	Resin Cements
N0000007654	Resins, Plant
N0000008160	Resins, Synthetic
N0000170329	Resistin
N0000006923	resorcinol
N0000007656	Resorcinols
N0000170897	Respiratory Syncytial Virus Vaccines
N0000179228	resveratrol
N0000179794	retapamulin
N0000007384	reteplase
N0000168660	Reticulin
N0000169062	Retinal Dehydrogenase
N0000171230	Retinal Pigments
N0000171228	Retinaldehyde
N0000180243	Retinoblastoma Binding Proteins
N0000169254	Retinoblastoma Protein
N0000180199	Retinoblastoma-Binding Protein 1
N0000180276	Retinoblastoma-Binding Protein 2
N0000180234	Retinoblastoma-Binding Protein 4
N0000180277	Retinoblastoma-Binding Protein 7
N0000169259	Retinoblastoma-Like Protein p107
N0000169258	Retinoblastoma-Like Protein p130
N0000192984	Retinoic Acid 4-Hydroxylase
N0000192961	Retinoic Acid Receptor alpha
N0000170124	Retinoid X Receptor alpha
N0000170123	Retinoid X Receptor beta
N0000170125	Retinoid X Receptor gamma
N0000170122	Retinoid X Receptors
N0000007700	Retinoids
N0000179229	retinol acetate
N0000168153	Retinol O-Fatty-Acyltransferase
N0000179230	retinol palmitate
N0000169570	Retinol-Binding Proteins
N0000178564	Retinol-Binding Proteins, Cellular
N0000178724	Retinol-Binding Proteins, Plasma
N0000170666	Retroelements
N0000011451	Retroviridae Proteins
N0000169534	Retroviridae Proteins, Oncogenic
N0000178573	rev Gene Products, Human Immunodeficiency Virus
N0000170503	RGS Proteins
N0000171123	Rh-Hr Blood-Group System
N0000168560	Rhamnose
N0000166247	Rhenium
N0000169366	Rheumatoid Factor
N0000169967	Rho Factor
N0000170577	rho GTP-Binding Proteins
N0000185671	rho Guanine Nucleotide Dissociation Inhibitor alpha
N0000185656	rho Guanine Nucleotide Dissociation Inhibitor beta
N0000185644	rho Guanine Nucleotide Dissociation Inhibitor gamma
N0000189496	Rho Guanine Nucleotide Exchange Factors
N0000006217	Rho(D) Immune Globulin
N0000178656	rho-Associated Kinases
N0000185637	rho-Specific Guanine Nucleotide Dissociation Inhibitors
N0000170582	rhoA GTP-Binding Protein
N0000170583	rhoB GTP-Binding Protein
N0000167262	Rhodamine 123
N0000167261	Rhodamines
N0000167092	Rhodanine
N0000166250	Rhodium
N0000171232	Rhodopsin
N0000169145	Rhodopsins, Microbial
N0000005892	Ribavirin
N0000168412	Ribitol
N0000005897	Riboflavin
N0000168320	Riboflavin Synthase
N0000178611	Ribonuclease H
N0000178757	Ribonuclease H, Human Immunodeficiency Virus
N0000167622	Ribonuclease III
N0000169625	Ribonuclease P
N0000167666	Ribonuclease T1
N0000167665	Ribonuclease, Pancreatic
N0000167621	Ribonucleases
N0000169613	Ribonucleoprotein, U1 Small Nuclear
N0000169612	Ribonucleoprotein, U2 Small Nuclear
N0000169611	Ribonucleoprotein, U4-U6 Small Nuclear
N0000169610	Ribonucleoprotein, U5 Small Nuclear
N0000169609	Ribonucleoprotein, U7 Small Nuclear
N0000169605	Ribonucleoproteins
N0000169627	Ribonucleoproteins, Small Cytoplasmic
N0000169607	Ribonucleoproteins, Small Nuclear
N0000169608	Ribonucleoproteins, Small Nucleolar
N0000167944	Ribonucleoside Diphosphate Reductase
N0000007894	Ribonucleosides
N0000167943	Ribonucleotide Reductases
N0000007898	Ribonucleotides
N0000168501	Ribose
N0000168202	Ribose-Phosphate Pyrophosphokinase
N0000168543	Ribosemonophosphates
N0000170089	Ribosomal Protein S6
N0000170592	Ribosomal Protein S6 Kinases
N0000170593	Ribosomal Protein S6 Kinases, 70-kDa
N0000170594	Ribosomal Protein S6 Kinases, 90-kDa
N0000170069	Ribosomal Proteins
N0000178619	Ribosome Inactivating Proteins
N0000178797	Ribosome Inactivating Proteins, Type 1
N0000178798	Ribosome Inactivating Proteins, Type 2
N0000168458	Ribostamycin
N0000182127	Riboswitch
N0000168066	Ribulose-Bisphosphate Carboxylase
N0000168544	Ribulosephosphates
N0000170166	Ricin
N0000179231	ricinoleic acid
N0000007904	Ricinoleic Acids
N0000170891	Rickettsial Vaccines
N0000007464	Rifabutin
N0000006026	Rifampin
N0000007911	Rifamycins
N0000010174	rifapentine
N0000010554	rifaximin
N0000179801	rilonacept
N0000191954	Rilpivirine
N0000006860	Riluzole
N0000004424	rimabotulinumtoxinB
N0000006040	Rimantadine
N0000179448	Rimantadine Hydrochloride
N0000007049	rimexolone
N0000171022	Rioprostil
N0000191913	Risedronate Sodium
N0000005949	Risperidone
N0000170295	Ristocetin
N0000167205	Ritanserin
N0000006731	Ritodrine
N0000179499	Ritodrine Hydrochloride
N0000007423	Ritonavir
N0000005430	Rituximab
N0000191960	Rivaroxaban
N0000005431	Rivastigmine
N0000006855	rizatriptan
N0000170688	RNA
N0000170849	RNA Cap Analogs
N0000169633	RNA Cap-Binding Proteins
N0000170848	RNA Caps
N0000168269	RNA Helicases
N0000183515	RNA Isoforms
N0000167748	RNA Ligase (ATP)
N0000168262	RNA Nucleotidyltransferases
N0000168264	RNA Polymerase I
N0000168266	RNA Polymerase II
N0000168267	RNA Polymerase III
N0000169049	RNA Polymerase Sigma 54
N0000170766	RNA Precursors
N0000170763	RNA Probes
N0000192010	RNA Recognition Motif Proteins
N0000168271	RNA Replicase
N0000170694	RNA Splice Sites
N0000193130	RNA Splicing Factors
N0000170692	RNA, Algal
N0000170757	RNA, Antisense
N0000170700	RNA, Archaeal
N0000170722	RNA, Bacterial
N0000170708	RNA, Catalytic
N0000170721	RNA, Chloroplast
N0000170764	RNA, Complementary
N0000170715	RNA, Double-Stranded
N0000170723	RNA, Fungal
N0000170706	RNA, Guide
N0000170690	RNA, Helminth
N0000170719	RNA, Heterogeneous Nuclear
N0000185684	RNA, Long Noncoding
N0000170693	RNA, Messenger
N0000170699	RNA, Messenger, Stored
N0000170691	RNA, Neoplasm
N0000170716	RNA, Nuclear
N0000170720	RNA, Plant
N0000170689	RNA, Protozoan
N0000170724	RNA, Ribosomal
N0000170729	RNA, Ribosomal, 16S
N0000170725	RNA, Ribosomal, 18S
N0000170728	RNA, Ribosomal, 23S
N0000170727	RNA, Ribosomal, 28S
N0000170731	RNA, Ribosomal, 5.8S
N0000170726	RNA, Ribosomal, 5S
N0000170730	RNA, Ribosomal, Self-Splicing
N0000170702	RNA, Satellite
N0000170705	RNA, Small Cytoplasmic
N0000170714	RNA, Small Interfering
N0000170717	RNA, Small Nuclear
N0000170718	RNA, Small Nucleolar
N0000182122	RNA, Small Untranslated
N0000170712	RNA, Spliced Leader
N0000170732	RNA, Transfer
N0000170746	RNA, Transfer, Ala
N0000170735	RNA, Transfer, Amino Acid-Specific
N0000170733	RNA, Transfer, Amino Acyl
N0000170737	RNA, Transfer, Arg
N0000170741	RNA, Transfer, Asn
N0000170755	RNA, Transfer, Asp
N0000170754	RNA, Transfer, Cys
N0000170745	RNA, Transfer, Gln
N0000170747	RNA, Transfer, Glu
N0000170751	RNA, Transfer, Gly
N0000170742	RNA, Transfer, His
