"","Drug1","Drug2","Source","Object","Precipitant"
"1033","DB00338","DB01595","ONC-NonInteruptive","Omeprazole","Nitrazepam"
"1034","DB00584","DB00275","ONC-NonInteruptive","Enalapril","Olmesartan"
"1035","DB00261","DB00213","ONC-NonInteruptive","Anagrelide","Pantoprazole"
"1036","DB00749","DB01359","ONC-NonInteruptive","Etodolac","Penbutolol"
"1037","DB00864","DB00860","ONC-NonInteruptive","Tacrolimus","Prednisolone"
"1038","DB00975","DB00641","ONC-NonInteruptive","Dipyridamole","Simvastatin"
"1039","DB00328","DB00373","ONC-NonInteruptive","Indomethacin","Timolol"
"1040","DB01359","DB00258","ONC-NonInteruptive","Penbutolol","Calcium Acetate"
"1041","DB00774","DB00861","ONC-NonInteruptive","Hydroflumethiazide","Diflunisal"
"1042","DB00717","DB00180","ONC-NonInteruptive","Norethindrone","Flunisolide"
"1043","DB00877","DB00588","ONC-NonInteruptive","Sirolimus","Fluticasone Propionate"
"1044","DB00605","DB04861","ONC-NonInteruptive","Sulindac","Nebivolol"
"1045","DB00264","DB00215","ONC-NonInteruptive","Metoprolol","Citalopram"
"1046","DB01225","DB01234","ONC-NonInteruptive","Enoxaparin","Dexamethasone"
"1047","DB01197","DB00861","ONC-NonInteruptive","Captopril","Diflunisal"
"1048","DB00521","DB01175","ONC-NonInteruptive","Carteolol","Escitalopram"
"1049","DB00232","DB00573","ONC-NonInteruptive","Methyclothiazide","Fenoprofen"
"1050","DB00521","DB00472","ONC-NonInteruptive","Carteolol","Fluoxetine"
"1051","DB00774","DB00328","ONC-NonInteruptive","Hydroflumethiazide","Indomethacin"
"1052","DB00001","DB00227","ONC-NonInteruptive","Lepirudin","Lovastatin"
"1053","DB00861","DB01297","ONC-NonInteruptive","Diflunisal","Practolol"
"1054","DB00328","DB00571","ONC-NonInteruptive","Indomethacin","Propranolol"
"1055","DB01109","DB01129","ONC-NonInteruptive","Heparin","Rabeprazole"
"1056","DB00542","DB00945","ONC-NonInteruptive","Benazepril","Acetylsalicylic acid"
"1057","DB06725","DB00598","ONC-NonInteruptive","Lornoxicam","Labetalol"
"1058","DB00682","DB06693","ONC-NonInteruptive","Warfarin","Mevastatin"
"1059","DB01297","DB00715","ONC-NonInteruptive","Practolol","Paroxetine"
"1060","DB01067","DB00178","ONC-NonInteruptive","Glipizide","Ramipril"
"1061","DB00880","DB00573","ONC-NonInteruptive","Chlorothiazide","Fenoprofen"
"1062","DB01109","DB00180","ONC-NonInteruptive","Heparin","Flunisolide"
"1063","DB00960","DB00176","ONC-NonInteruptive","Pindolol","Fluvoxamine"
"1064","DB00571","DB00270","ONC-NonInteruptive","Propranolol","Isradipine"
"1065","DB00722","DB01009","ONC-NonInteruptive","Lisinopril","Ketoprofen"
"1066","DB00606","DB00939","ONC-NonInteruptive","Cyclothiazide","Meclofenamic acid"
"1067","DB01251","DB00881","ONC-NonInteruptive","Gliquidone","Quinapril"
"1068","DB00749","DB00489","ONC-NonInteruptive","Etodolac","Sotalol"
"1069","DB00519","DB00605","ONC-NonInteruptive","Trandolapril","Sulindac"
"1070","DB00864","DB00620","ONC-NonInteruptive","Tacrolimus","Triamcinolone"
"1071","DB00001","DB00163","ONC-NonInteruptive","Lepirudin","Vitamin E"
"1072","DB00999","DB00784","ONC-NonInteruptive","Hydrochlorothiazide","Mefenamic acid"
"1073","DB06228","DB06693","ONC-NonInteruptive","Rivaroxaban","Mevastatin"
"1074","DB00187","DB01115","ONC-NonInteruptive","Esmolol","Nifedipine"
"1075","DB01197","DB00554","ONC-NonInteruptive","Captopril","Piroxicam"
"1076","DB01225","DB00635","ONC-NonInteruptive","Enoxaparin","Prednisone"
"1077","DB00222","DB00881","ONC-NonInteruptive","Glimepiride","Quinapril"
"1078","DB00465","DB08808","ONC-NonInteruptive","Ketorolac","Bupranolol"
"1079","DB00461","DB01136","ONC-NonInteruptive","Nabumetone","Carvedilol"
"1080","DB00542","DB00861","ONC-NonInteruptive","Benazepril","Diflunisal"
"1081","DB00774","DB00584","ONC-NonInteruptive","Hydroflumethiazide","Enalapril"
"1082","DB06605","DB00588","ONC-NonInteruptive","Apixaban","Fluticasone Propionate"
"1083","DB06228","DB00227","ONC-NonInteruptive","Rivaroxaban","Lovastatin"
"1084","DB00880","DB00814","ONC-NonInteruptive","Chlorothiazide","Meloxicam"
"1085","DB00717","DB00443","ONC-NonInteruptive","Norethindrone","Betamethasone"
"1086","DB00606","DB00861","ONC-NonInteruptive","Cyclothiazide","Diflunisal"
"1087","DB00222","DB00722","ONC-NonInteruptive","Glimepiride","Lisinopril"
"1088","DB01129","DB08933","ONC-NonInteruptive","Rabeprazole","LULICONAZOLE"
"1089","DB00975","DB00213","ONC-NonInteruptive","Dipyridamole","Pantoprazole"
"1090","DB06228","DB00620","ONC-NonInteruptive","Rivaroxaban","Triamcinolone"
"1091","DB00877","DB00620","ONC-NonInteruptive","Sirolimus","Triamcinolone"
"1092","DB06695","DB01095","ONC-NonInteruptive","Dabigatran etexilate","Fluvastatin"
"1093","DB00222","DB00492","ONC-NonInteruptive","Glimepiride","Fosinopril"
"1094","DB00571","DB00622","ONC-NonInteruptive","Propranolol","Nicardipine"
"1095","DB00448","DB00239","ONC-NonInteruptive","Lansoprazole","Oxiconazole"
"1096","DB00945","DB01580","ONC-NonInteruptive","Acetylsalicylic acid","Oxprenolol"
"1097","DB00461","DB01359","ONC-NonInteruptive","Nabumetone","Penbutolol"
"1098","DB00975","DB00860","ONC-NonInteruptive","Dipyridamole","Prednisolone"
"1099","DB06605","DB01098","ONC-NonInteruptive","Apixaban","Rosuvastatin"
"1100","DB00945","DB00521","ONC-NonInteruptive","Acetylsalicylic acid","Carteolol"
"1101","DB00881","DB00991","ONC-NonInteruptive","Quinapril","Oxaprozin"
"1102","DB00612","DB00715","ONC-NonInteruptive","Bisoprolol","Paroxetine"
"1103","DB00991","DB00571","ONC-NonInteruptive","Oxaprozin","Propranolol"
"1104","DB00880","DB00861","ONC-NonInteruptive","Chlorothiazide","Diflunisal"
"1105","DB00881","DB00939","ONC-NonInteruptive","Quinapril","Meclofenamic acid"
"1106","DB00232","DB00814","ONC-NonInteruptive","Methyclothiazide","Meloxicam"
"1107","DB00006","DB00338","ONC-NonInteruptive","Bivalirudin","Omeprazole"
"1108","DB00465","DB01580","ONC-NonInteruptive","Ketorolac","Oxprenolol"
"1109","DB00860","DB00981","ONC-NonInteruptive","Prednisolone","Physostigmine"
"1110","DB00939","DB00960","ONC-NonInteruptive","Meclofenamic acid","Pindolol"
"1111","DB06228","DB00860","ONC-NonInteruptive","Rivaroxaban","Prednisolone"
"1112","DB00554","DB00373","ONC-NonInteruptive","Piroxicam","Timolol"
"1113","DB00448","DB04794","ONC-NonInteruptive","Lansoprazole","Bifonazole"
"1114","DB01136","DB00258","ONC-NonInteruptive","Carvedilol","Calcium Acetate"
"1115","DB00881","DB00796","ONC-NonInteruptive","Quinapril","Candesartan"
"1116","DB01197","DB00788","ONC-NonInteruptive","Captopril","Naproxen"
"1117","DB00598","DB00393","ONC-NonInteruptive","Labetalol","Nimodipine"
"1118","DB00861","DB01359","ONC-NonInteruptive","Diflunisal","Penbutolol"
"1119","DB01399","DB01359","ONC-NonInteruptive","Salsalate","Penbutolol"
"1120","DB04743","DB00489","ONC-NonInteruptive","Nimesulide","Sotalol"
"1121","DB00573","DB00489","ONC-NonInteruptive","Fenoprofen","Sotalol"
"1122","DB00492","DB00500","ONC-NonInteruptive","Fosinopril","Tolmetin"
"1123","DB00598","DB00381","ONC-NonInteruptive","Labetalol","Amlodipine"
"1124","DB01297","DB00381","ONC-NonInteruptive","Practolol","Amlodipine"
"1125","DB00945","DB00195","ONC-NonInteruptive","Acetylsalicylic acid","Betaxolol"
"1126","DB00178","DB00482","ONC-NonInteruptive","Ramipril","Celecoxib"
"1127","DB00519","DB00328","ONC-NonInteruptive","Trandolapril","Indomethacin"
"1128","DB06695","DB00213","ONC-NonInteruptive","Dabigatran etexilate","Pantoprazole"
"1129","DB00635","DB00981","ONC-NonInteruptive","Prednisone","Physostigmine"
"1130","DB01583","DB00175","ONC-NonInteruptive","Liotrix","Pravastatin"
"1131","DB08808","DB01104","ONC-NonInteruptive","Bupranolol","Sertraline"
"1132","DB00991","DB00373","ONC-NonInteruptive","Oxaprozin","Timolol"
"1133","DB00586","DB00866","ONC-NonInteruptive","Diclofenac","Alprenolol"
"1134","DB00975","DB00443","ONC-NonInteruptive","Dipyridamole","Betamethasone"
"1135","DB00586","DB08807","ONC-NonInteruptive","Diclofenac","Bopindolol"
"1136","DB00542","DB00796","ONC-NonInteruptive","Benazepril","Candesartan"
"1137","DB00580","DB01136","ONC-NonInteruptive","Valdecoxib","Carvedilol"
"1138","DB00451","DB01095","ONC-NonInteruptive","Levothyroxine","Fluvastatin"
"1139","DB00790","DB00465","ONC-NonInteruptive","Perindopril","Ketorolac"
"1140","DB00945","DB00598","ONC-NonInteruptive","Acetylsalicylic acid","Labetalol"
"1141","DB01021","DB00939","ONC-NonInteruptive","Trichlormethiazide","Meclofenamic acid"
"1142","DB00784","DB00195","ONC-NonInteruptive","Mefenamic acid","Betaxolol"
"1143","DB01193","DB00258","ONC-NonInteruptive","Acebutolol","Calcium Acetate"
"1144","DB00860","DB01010","ONC-NonInteruptive","Prednisolone","Edrophonium"
"1145","DB00880","DB01009","ONC-NonInteruptive","Chlorothiazide","Ketoprofen"
"1146","DB00554","DB01203","ONC-NonInteruptive","Piroxicam","Nadolol"
"1147","DB00774","DB00991","ONC-NonInteruptive","Hydroflumethiazide","Oxaprozin"
"1148","DB00279","DB01076","ONC-NonInteruptive","Liothyronine","Atorvastatin"
"1149","DB00451","DB01076","ONC-NonInteruptive","Levothyroxine","Atorvastatin"
"1150","DB00880","DB00492","ONC-NonInteruptive","Chlorothiazide","Fosinopril"
"1151","DB00328","DB00264","ONC-NonInteruptive","Indomethacin","Metoprolol"
"1152","DB01136","DB00622","ONC-NonInteruptive","Carvedilol","Nicardipine"
"1153","DB06605","DB00860","ONC-NonInteruptive","Apixaban","Prednisolone"
"1154","DB00001","DB00860","ONC-NonInteruptive","Lepirudin","Prednisolone"
"1155","DB01289","DB00519","ONC-NonInteruptive","Glisoxepide","Trandolapril"
"1156","DB00790","DB08822","ONC-NonInteruptive","Perindopril","Azilsartan medoxomil"
"1157","DB01225","DB00443","ONC-NonInteruptive","Enoxaparin","Betamethasone"
"1158","DB00881","DB00328","ONC-NonInteruptive","Quinapril","Indomethacin"
"1159","DB01193","DB00451","ONC-NonInteruptive","Acebutolol","Levothyroxine"
"1160","DB01109","DB00227","ONC-NonInteruptive","Heparin","Lovastatin"
"1161","DB00586","DB01203","ONC-NonInteruptive","Diclofenac","Nadolol"
"1162","DB00945","DB04861","ONC-NonInteruptive","Acetylsalicylic acid","Nebivolol"
"1163","DB00373","DB01104","ONC-NonInteruptive","Timolol","Sertraline"
"1164","DB00232","DB00712","ONC-NonInteruptive","Methyclothiazide","Flurbiprofen"
"1165","DB01124","DB00492","ONC-NonInteruptive","Tolbutamide","Fosinopril"
"1166","DB01021","DB00465","ONC-NonInteruptive","Trichlormethiazide","Ketorolac"
"1167","DB00880","DB00461","ONC-NonInteruptive","Chlorothiazide","Nabumetone"
"1168","DB01359","DB00715","ONC-NonInteruptive","Penbutolol","Paroxetine"
"1169","DB00975","DB00635","ONC-NonInteruptive","Dipyridamole","Prednisone"
"1170","DB00605","DB00612","ONC-NonInteruptive","Sulindac","Bisoprolol"
"1171","DB01109","DB01234","ONC-NonInteruptive","Heparin","Dexamethasone"
"1172","DB00584","DB00573","ONC-NonInteruptive","Enalapril","Fenoprofen"
"1173","DB01390","DB00741","ONC-NonInteruptive","Sodium bicarbonate","Hydrocortisone"
"1174","DB01016","DB00722","ONC-NonInteruptive","Glyburide","Lisinopril"
"1175","DB00451","DB01098","ONC-NonInteruptive","Levothyroxine","Rosuvastatin"
"1176","DB06725","DB01193","ONC-NonInteruptive","Lornoxicam","Acebutolol"
"1177","DB04743","DB01193","ONC-NonInteruptive","Nimesulide","Acebutolol"
"1178","DB00749","DB00195","ONC-NonInteruptive","Etodolac","Betaxolol"
"1179","DB00864","DB00741","ONC-NonInteruptive","Tacrolimus","Hydrocortisone"
"1180","DB00880","DB00465","ONC-NonInteruptive","Chlorothiazide","Ketorolac"
"1181","DB00584","DB06725","ONC-NonInteruptive","Enalapril","Lornoxicam"
"1182","DB00939","DB01297","ONC-NonInteruptive","Meclofenamic acid","Practolol"
"1183","DB00880","DB00939","ONC-NonInteruptive","Chlorothiazide","Meclofenamic acid"
"1184","DB01390","DB00959","ONC-NonInteruptive","Sodium bicarbonate","Methylprednisolone"
"1185","DB00573","DB00264","ONC-NonInteruptive","Fenoprofen","Metoprolol"
"1186","DB00790","DB06803","ONC-NonInteruptive","Perindopril","Niclosamide"
"1187","DB00195","DB00393","ONC-NonInteruptive","Betaxolol","Nimodipine"
"1188","DB00180","DB00981","ONC-NonInteruptive","Flunisolide","Physostigmine"
"1189","DB00573","DB00195","ONC-NonInteruptive","Fenoprofen","Betaxolol"
"1190","DB01124","DB01197","ONC-NonInteruptive","Tolbutamide","Captopril"
"1191","DB01016","DB00492","ONC-NonInteruptive","Glyburide","Fosinopril"
"1192","DB00542","DB01050","ONC-NonInteruptive","Benazepril","Ibuprofen"
"1193","DB00814","DB00598","ONC-NonInteruptive","Meloxicam","Labetalol"
"1194","DB01359","DB00451","ONC-NonInteruptive","Penbutolol","Levothyroxine"
"1195","DB00451","DB00227","ONC-NonInteruptive","Levothyroxine","Lovastatin"
"1196","DB00436","DB00784","ONC-NonInteruptive","Bendroflumethiazide","Mefenamic acid"
"1197","DB00542","DB00991","ONC-NonInteruptive","Benazepril","Oxaprozin"
"1198","DB00580","DB00960","ONC-NonInteruptive","Valdecoxib","Pindolol"
"1199","DB00586","DB01136","ONC-NonInteruptive","Diclofenac","Carvedilol"
"1200","DB01580","DB00215","ONC-NonInteruptive","Oxprenolol","Citalopram"
"1201","DB00598","DB01583","ONC-NonInteruptive","Labetalol","Liotrix"
"1202","DB00492","DB00939","ONC-NonInteruptive","Fosinopril","Meclofenamic acid"
"1203","DB00178","DB00461","ONC-NonInteruptive","Ramipril","Nabumetone"
"1204","DB00999","DB00461","ONC-NonInteruptive","Hydrochlorothiazide","Nabumetone"
"1205","DB00586","DB04861","ONC-NonInteruptive","Diclofenac","Nebivolol"
"1206","DB00554","DB01359","ONC-NonInteruptive","Piroxicam","Penbutolol"
"1207","DB00521","DB01104","ONC-NonInteruptive","Carteolol","Sertraline"
"1208","DB00500","DB00489","ONC-NonInteruptive","Tolmetin","Sotalol"
"1209","DB00436","DB00542","ONC-NonInteruptive","Bendroflumethiazide","Benazepril"
"1210","DB00279","DB00258","ONC-NonInteruptive","Liothyronine","Calcium Acetate"
"1211","DB01399","DB00521","ONC-NonInteruptive","Salsalate","Carteolol"
"1212","DB00788","DB01136","ONC-NonInteruptive","Naproxen","Carvedilol"
"1213","DB00939","DB01136","ONC-NonInteruptive","Meclofenamic acid","Carvedilol"
"1214","DB00945","DB00187","ONC-NonInteruptive","Acetylsalicylic acid","Esmolol"
"1215","DB01109","DB00338","ONC-NonInteruptive","Heparin","Omeprazole"
"1216","DB01225","DB01076","ONC-NonInteruptive","Enoxaparin","Atorvastatin"
"1217","DB01016","DB00542","ONC-NonInteruptive","Glyburide","Benazepril"
"1218","DB00573","DB08808","ONC-NonInteruptive","Fenoprofen","Bupranolol"
"1219","DB01359","DB00215","ONC-NonInteruptive","Penbutolol","Citalopram"
"1220","DB00232","DB00749","ONC-NonInteruptive","Methyclothiazide","Etodolac"
"1221","DB00279","DB01095","ONC-NonInteruptive","Liothyronine","Fluvastatin"
"1222","DB00722","DB00465","ONC-NonInteruptive","Lisinopril","Ketorolac"
"1223","DB00222","DB00790","ONC-NonInteruptive","Glimepiride","Perindopril"
"1224","DB00586","DB00571","ONC-NonInteruptive","Diclofenac","Propranolol"
"1225","DB01197","DB00177","ONC-NonInteruptive","Captopril","Valsartan"
"1226","DB00519","DB00796","ONC-NonInteruptive","Trandolapril","Candesartan"
"1227","DB01136","DB00472","ONC-NonInteruptive","Carvedilol","Fluoxetine"
"1228","DB06779","DB00227","ONC-NonInteruptive","Dalteparin","Lovastatin"
"1229","DB01197","DB00939","ONC-NonInteruptive","Captopril","Meclofenamic acid"
"1230","DB00533","DB00264","ONC-NonInteruptive","Rofecoxib","Metoprolol"
"1231","DB01050","DB04861","ONC-NonInteruptive","Ibuprofen","Nebivolol"
"1232","DB00960","DB00401","ONC-NonInteruptive","Pindolol","Nisoldipine"
"1233","DB00584","DB00580","ONC-NonInteruptive","Enalapril","Valdecoxib"
"1234","DB01399","DB08807","ONC-NonInteruptive","Salsalate","Bopindolol"
"1235","DB00774","DB00749","ONC-NonInteruptive","Hydroflumethiazide","Etodolac"
"1236","DB06605","DB00741","ONC-NonInteruptive","Apixaban","Hydrocortisone"
"1237","DB00373","DB00270","ONC-NonInteruptive","Timolol","Isradipine"
"1238","DB00232","DB00554","ONC-NonInteruptive","Methyclothiazide","Piroxicam"
"1239","DB00774","DB00945","ONC-NonInteruptive","Hydroflumethiazide","Acetylsalicylic acid"
"1240","DB01067","DB00542","ONC-NonInteruptive","Glipizide","Benazepril"
"1241","DB01324","DB00749","ONC-NonInteruptive","Polythiazide","Etodolac"
"1242","DB00367","DB00588","ONC-NonInteruptive","Levonorgestrel","Fluticasone Propionate"
"1243","DB00584","DB00328","ONC-NonInteruptive","Enalapril","Indomethacin"
"1244","DB00774","DB01009","ONC-NonInteruptive","Hydroflumethiazide","Ketoprofen"
"1245","DB00939","DB00373","ONC-NonInteruptive","Meclofenamic acid","Timolol"
"1246","DB00542","DB00939","ONC-NonInteruptive","Benazepril","Meclofenamic acid"
"1247","DB00722","DB00814","ONC-NonInteruptive","Lisinopril","Meloxicam"
"1248","DB00006","DB00959","ONC-NonInteruptive","Bivalirudin","Methylprednisolone"
"1249","DB00945","DB00960","ONC-NonInteruptive","Acetylsalicylic acid","Pindolol"
"1250","DB01109","DB00635","ONC-NonInteruptive","Heparin","Prednisone"
"1251","DB00605","DB00489","ONC-NonInteruptive","Sulindac","Sotalol"
"1252","DB00328","DB00521","ONC-NonInteruptive","Indomethacin","Carteolol"
"1253","DB04743","DB00598","ONC-NonInteruptive","Nimesulide","Labetalol"
"1254","DB00500","DB00598","ONC-NonInteruptive","Tolmetin","Labetalol"
"1255","DB00519","DB00814","ONC-NonInteruptive","Trandolapril","Meloxicam"
"1256","DB00278","DB00959","ONC-NonInteruptive","Argatroban","Methylprednisolone"
"1257","DB00788","DB00264","ONC-NonInteruptive","Naproxen","Metoprolol"
"1258","DB00335","DB00401","ONC-NonInteruptive","Atenolol","Nisoldipine"
"1259","DB00554","DB00571","ONC-NonInteruptive","Piroxicam","Propranolol"
"1260","DB01009","DB00489","ONC-NonInteruptive","Ketoprofen","Sotalol"
"1261","DB00519","DB00966","ONC-NonInteruptive","Trandolapril","Telmisartan"
"1262","DB00500","DB08808","ONC-NonInteruptive","Tolmetin","Bupranolol"
"1263","DB00598","DB00176","ONC-NonInteruptive","Labetalol","Fluvoxamine"
"1264","DB00790","DB00328","ONC-NonInteruptive","Perindopril","Indomethacin"
"1265","DB00451","DB06693","ONC-NonInteruptive","Levothyroxine","Mevastatin"
"1266","DB01009","DB01193","ONC-NonInteruptive","Ketoprofen","Acebutolol"
"1267","DB00461","DB08808","ONC-NonInteruptive","Nabumetone","Bupranolol"
"1268","DB01399","DB01203","ONC-NonInteruptive","Salsalate","Nadolol"
"1269","DB00945","DB08807","ONC-NonInteruptive","Acetylsalicylic acid","Bopindolol"
"1270","DB00999","DB01050","ONC-NonInteruptive","Hydrochlorothiazide","Ibuprofen"
"1271","DB08808","DB00451","ONC-NonInteruptive","Bupranolol","Levothyroxine"
"1272","DB01136","DB01115","ONC-NonInteruptive","Carvedilol","Nifedipine"
"1273","DB01109","DB00860","ONC-NonInteruptive","Heparin","Prednisolone"
"1274","DB01197","DB00500","ONC-NonInteruptive","Captopril","Tolmetin"
"1275","DB01067","DB01197","ONC-NonInteruptive","Glipizide","Captopril"
"1276","DB00461","DB00598","ONC-NonInteruptive","Nabumetone","Labetalol"
"1277","DB06605","DB00448","ONC-NonInteruptive","Apixaban","Lansoprazole"
"1278","DB01324","DB00722","ONC-NonInteruptive","Polythiazide","Lisinopril"
"1279","DB00598","DB01115","ONC-NonInteruptive","Labetalol","Nifedipine"
"1280","DB01359","DB01054","ONC-NonInteruptive","Penbutolol","Nitrendipine"
"1281","DB00722","DB00966","ONC-NonInteruptive","Lisinopril","Telmisartan"
"1282","DB00682","DB00620","ONC-NonInteruptive","Warfarin","Triamcinolone"
"1283","DB00542","DB00177","ONC-NonInteruptive","Benazepril","Valsartan"
"1284","DB00788","DB00195","ONC-NonInteruptive","Naproxen","Betaxolol"
"1285","DB00945","DB08808","ONC-NonInteruptive","Acetylsalicylic acid","Bupranolol"
"1286","DB00519","DB01050","ONC-NonInteruptive","Trandolapril","Ibuprofen"
"1287","DB00338","DB01026","ONC-NonInteruptive","Omeprazole","Ketoconazole"
"1288","DB00279","DB00227","ONC-NonInteruptive","Liothyronine","Lovastatin"
"1289","DB00001","DB06693","ONC-NonInteruptive","Lepirudin","Mevastatin"
"1290","DB00861","DB00866","ONC-NonInteruptive","Diflunisal","Alprenolol"
"1291","DB00758","DB06709","ONC-NonInteruptive","Clopidogrel","Methacholine"
"1292","DB00573","DB00571","ONC-NonInteruptive","Fenoprofen","Propranolol"
"1293","DB00814","DB00612","ONC-NonInteruptive","Meloxicam","Bisoprolol"
"1294","DB00282","DB00258","ONC-NonInteruptive","Pamidronate","Calcium Acetate"
"1295","DB01297","DB06724","ONC-NonInteruptive","Practolol","Calcium carbonate"
"1296","DB00222","DB01197","ONC-NonInteruptive","Glimepiride","Captopril"
"1297","DB00338","DB01544","ONC-NonInteruptive","Omeprazole","Flunitrazepam"
"1298","DB00338","DB00239","ONC-NonInteruptive","Omeprazole","Oxiconazole"
"1299","DB00519","DB00533","ONC-NonInteruptive","Trandolapril","Rofecoxib"
"1300","DB01193","DB00381","ONC-NonInteruptive","Acebutolol","Amlodipine"
"1301","DB00784","DB01136","ONC-NonInteruptive","Mefenamic acid","Carvedilol"
"1302","DB00880","DB00584","ONC-NonInteruptive","Chlorothiazide","Enalapril"
"1303","DB06228","DB00448","ONC-NonInteruptive","Rivaroxaban","Lansoprazole"
"1304","DB00465","DB04861","ONC-NonInteruptive","Ketorolac","Nebivolol"
"1305","DB00573","DB00373","ONC-NonInteruptive","Fenoprofen","Timolol"
"1306","DB00533","DB01193","ONC-NonInteruptive","Rofecoxib","Acebutolol"
"1307","DB00500","DB00571","ONC-NonInteruptive","Tolmetin","Propranolol"
"1308","DB01109","DB00316","ONC-NonInteruptive","Heparin","Acetaminophen"
"1309","DB00784","DB00335","ONC-NonInteruptive","Mefenamic acid","Atenolol"
"1310","DB00533","DB00335","ONC-NonInteruptive","Rofecoxib","Atenolol"
"1311","DB00461","DB00612","ONC-NonInteruptive","Nabumetone","Bisoprolol"
"1312","DB00788","DB08807","ONC-NonInteruptive","Naproxen","Bopindolol"
"1313","DB00784","DB00521","ONC-NonInteruptive","Mefenamic acid","Carteolol"
"1314","DB00880","DB00178","ONC-NonInteruptive","Chlorothiazide","Ramipril"
"1315","DB00232","DB00533","ONC-NonInteruptive","Methyclothiazide","Rofecoxib"
"1316","DB00533","DB01136","ONC-NonInteruptive","Rofecoxib","Carvedilol"
"1317","DB00790","DB00939","ONC-NonInteruptive","Perindopril","Meclofenamic acid"
"1318","DB00722","DB00461","ONC-NonInteruptive","Lisinopril","Nabumetone"
"1319","DB00489","DB01115","ONC-NonInteruptive","Sotalol","Nifedipine"
"1320","DB00187","DB00715","ONC-NonInteruptive","Esmolol","Paroxetine"
"1321","DB00461","DB01297","ONC-NonInteruptive","Nabumetone","Practolol"
"1322","DB06725","DB08807","ONC-NonInteruptive","Lornoxicam","Bopindolol"
"1323","DB00338","DB01558","ONC-NonInteruptive","Omeprazole","Bromazepam"
"1324","DB00335","DB00258","ONC-NonInteruptive","Atenolol","Calcium Acetate"
"1325","DB01377","DB01234","ONC-NonInteruptive","Magnesium oxide","Dexamethasone"
"1326","DB00178","DB00749","ONC-NonInteruptive","Ramipril","Etodolac"
"1327","DB00489","DB00270","ONC-NonInteruptive","Sotalol","Isradipine"
"1328","DB00606","DB01009","ONC-NonInteruptive","Cyclothiazide","Ketoprofen"
"1329","DB00492","DB06803","ONC-NonInteruptive","Fosinopril","Niclosamide"
"1330","DB01109","DB01098","ONC-NonInteruptive","Heparin","Rosuvastatin"
"1331","DB00774","DB00519","ONC-NonInteruptive","Hydroflumethiazide","Trandolapril"
"1332","DB01120","DB00519","ONC-NonInteruptive","Gliclazide","Trandolapril"
"1333","DB00975","DB00163","ONC-NonInteruptive","Dipyridamole","Vitamin E"
"1334","DB01324","DB00945","ONC-NonInteruptive","Polythiazide","Acetylsalicylic acid"
"1335","DB00945","DB01136","ONC-NonInteruptive","Acetylsalicylic acid","Carvedilol"
"1336","DB00991","DB01136","ONC-NonInteruptive","Oxaprozin","Carvedilol"
"1337","DB01580","DB01175","ONC-NonInteruptive","Oxprenolol","Escitalopram"
"1338","DB00881","DB00465","ONC-NonInteruptive","Quinapril","Ketorolac"
"1339","DB00788","DB01580","ONC-NonInteruptive","Naproxen","Oxprenolol"
"1340","DB00605","DB00571","ONC-NonInteruptive","Sulindac","Propranolol"
"1341","DB04743","DB08807","ONC-NonInteruptive","Nimesulide","Bopindolol"
"1342","DB00598","DB00258","ONC-NonInteruptive","Labetalol","Calcium Acetate"
"1343","DB01193","DB06724","ONC-NonInteruptive","Acebutolol","Calcium carbonate"
"1344","DB00519","DB00749","ONC-NonInteruptive","Trandolapril","Etodolac"
"1345","DB00774","DB00712","ONC-NonInteruptive","Hydroflumethiazide","Flurbiprofen"
"1346","DB00584","DB01050","ONC-NonInteruptive","Enalapril","Ibuprofen"
"1347","DB06723","DB00959","ONC-NonInteruptive","Aluminum hydroxide","Methylprednisolone"
"1348","DB00588","DB01400","ONC-NonInteruptive","Fluticasone Propionate","Neostigmine"
"1349","DB01297","DB00393","ONC-NonInteruptive","Practolol","Nimodipine"
"1350","DB00790","DB00966","ONC-NonInteruptive","Perindopril","Telmisartan"
"1351","DB00328","DB00866","ONC-NonInteruptive","Indomethacin","Alprenolol"
"1352","DB00195","DB00270","ONC-NonInteruptive","Betaxolol","Isradipine"
"1353","DB00573","DB00598","ONC-NonInteruptive","Fenoprofen","Labetalol"
"1354","DB00774","DB00939","ONC-NonInteruptive","Hydroflumethiazide","Meclofenamic acid"
"1355","DB00500","DB00264","ONC-NonInteruptive","Tolmetin","Metoprolol"
"1356","DB00489","DB00393","ONC-NonInteruptive","Sotalol","Nimodipine"
"1357","DB00866","DB00381","ONC-NonInteruptive","Alprenolol","Amlodipine"
"1358","DB00960","DB00258","ONC-NonInteruptive","Pindolol","Calcium Acetate"
"1359","DB00521","DB00258","ONC-NonInteruptive","Carteolol","Calcium Acetate"
"1360","DB00294","DB00741","ONC-NonInteruptive","Etonogestrel","Hydrocortisone"
"1361","DB01580","DB00401","ONC-NonInteruptive","Oxprenolol","Nisoldipine"
"1362","DB01251","DB00178","ONC-NonInteruptive","Gliquidone","Ramipril"
"1363","DB00261","DB00641","ONC-NonInteruptive","Anagrelide","Simvastatin"
"1364","DB00500","DB00195","ONC-NonInteruptive","Tolmetin","Betaxolol"
"1365","DB00533","DB08807","ONC-NonInteruptive","Rofecoxib","Bopindolol"
"1366","DB00884","DB06724","ONC-NonInteruptive","Risedronate","Calcium carbonate"
"1367","DB00461","DB00187","ONC-NonInteruptive","Nabumetone","Esmolol"
