ATC_CODE,Dataset_source,ATC_Level_1,ATC_Level_2,ATC_Level_3,ATC_Level_4,ATC_Level_5
N05CA08,KEGG,N,N05,N05C,N05CA,N05CA08
N05CA09,Drugbank,N,N05,N05C,N05CA,N05CA09
N05CA09,KEGG,N,N05,N05C,N05CA,N05CA09
N05CA10,Drugbank,N,N05,N05C,N05CA,N05CA10
N05CA10,KEGG,N,N05,N05C,N05CA,N05CA10
N05CA11,Drugbank,N,N05,N05C,N05CA,N05CA11
N05CA12,Drugbank,N,N05,N05C,N05CA,N05CA12
N05CA15,Drugbank,N,N05,N05C,N05CA,N05CA15
N05CA15,KEGG,N,N05,N05C,N05CA,N05CA15
N05CA15,NDFRT,N,N05,N05C,N05CA,N05CA15
N05CA15,Twosides,N,N05,N05C,N05CA,N05CA15
N05CA19,Drugbank,N,N05,N05C,N05CA,N05CA19
N05CA19,HEP,N,N05,N05C,N05CA,N05CA19
N05CA19,HIV,N,N05,N05C,N05CA,N05CA19
N05CA19,KEGG,N,N05,N05C,N05CA,N05CA19
N05CA19,NDFRT,N,N05,N05C,N05CA,N05CA19
N05CA19,Twosides,N,N05,N05C,N05CA,N05CA19
N05CA21,Drugbank,N,N05,N05C,N05CA,N05CA21
N05CA21,KEGG,N,N05,N05C,N05CA,N05CA21
N05CA22,Drugbank,N,N05,N05C,N05CA,N05CA22
N05CA22,KEGG,N,N05,N05C,N05CA,N05CA22
N05CC01,Drugbank,N,N05,N05C,N05CC,N05CC01
N05CC01,KEGG,N,N05,N05C,N05CC,N05CC01
N05CC01,NDFRT,N,N05,N05C,N05CC,N05CC01
N05CC01,NLM_corpus,N,N05,N05C,N05CC,N05CC01
N05CC02,Drugbank,N,N05,N05C,N05CC,N05CC02
N05CC02,KEGG,N,N05,N05C,N05CC,N05CC02
N05CC03,Drugbank,N,N05,N05C,N05CC,N05CC03
N05CC04,Drugbank,N,N05,N05C,N05CC,N05CC04
N05CC04,KEGG,N,N05,N05C,N05CC,N05CC04
N05CC04,NDFRT,N,N05,N05C,N05CC,N05CC04
N05CC04,Twosides,N,N05,N05C,N05CC,N05CC04
N05CC05,Drugbank,N,N05,N05C,N05CC,N05CC05
N05CC05,KEGG,N,N05,N05C,N05CC,N05CC05
N05CC05,NDFRT,N,N05,N05C,N05CC,N05CC05
N05CC05,Twosides,N,N05,N05C,N05CC,N05CC05
N05CD09,Drugbank,N,N05,N05C,N05CD,N05CD09
N05CD09,KEGG,N,N05,N05C,N05CD,N05CD09
N05CD09,Twosides,N,N05,N05C,N05CD,N05CD09
N05CD10,Drugbank,N,N05,N05C,N05CD,N05CD10
N05CD10,HEP,N,N05,N05C,N05CD,N05CD10
N05CD10,KEGG,N,N05,N05C,N05CD,N05CD10
N05CD10,NDFRT,N,N05,N05C,N05CD,N05CD10
N05CD10,Twosides,N,N05,N05C,N05CD,N05CD10
N05CD11,Drugbank,N,N05,N05C,N05CD,N05CD11
N05CD11,KEGG,N,N05,N05C,N05CD,N05CD11
N05CD12,Drugbank,N,N05,N05C,N05CD,N05CD12
N05CD12,KEGG,N,N05,N05C,N05CD,N05CD12
N05CD13,Drugbank,N,N05,N05C,N05CD,N05CD13
N05CD13,KEGG,N,N05,N05C,N05CD,N05CD13
N05CE01,Drugbank,N,N05,N05C,N05CE,N05CE01
N05CE01,KEGG,N,N05,N05C,N05CE,N05CE01
N05CE01,NDFRT,N,N05,N05C,N05CE,N05CE01
N05CE03,Drugbank,N,N05,N05C,N05CE,N05CE03
N05CE03,KEGG,N,N05,N05C,N05CE,N05CE03
N05CH02,Drugbank,N,N05,N05C,N05CH,N05CH02
N05CH02,KEGG,N,N05,N05C,N05CH,N05CH02
N05CH02,ONC_HIGH,N,N05,N05C,N05CH,N05CH02
N05CH02,Twosides,N,N05,N05C,N05CH,N05CH02
N05CH03,Drugbank,N,N05,N05C,N05CH,N05CH03
N05CH03,KEGG,N,N05,N05C,N05CH,N05CH03
N05CH03,NDFRT,N,N05,N05C,N05CH,N05CH03
N05CM01,Drugbank,N,N05,N05C,N05CM,N05CM01
N05CM01,KEGG,N,N05,N05C,N05CM,N05CM01
N05CM01,NDFRT,N,N05,N05C,N05CM,N05CM01
N05CM02,Drugbank,N,N05,N05C,N05CM,N05CM02
N05CM02,KEGG,N,N05,N05C,N05CM,N05CM02
N05CM02,Twosides,N,N05,N05C,N05CM,N05CM02
N05CM03,Drugbank,N,N05,N05C,N05CM,N05CM03
N05CM03,KEGG,N,N05,N05C,N05CM,N05CM03
N05CM04,Drugbank,N,N05,N05C,N05CM,N05CM04
N05CM04,KEGG,N,N05,N05C,N05CM,N05CM04
N05CM06,Drugbank,N,N05,N05C,N05CM,N05CM06
N05CM06,KEGG,N,N05,N05C,N05CM,N05CM06
N05CM06,NDFRT,N,N05,N05C,N05CM,N05CM06
N05CM06,Twosides,N,N05,N05C,N05CM,N05CM06
N05CM07,Drugbank,N,N05,N05C,N05CM,N05CM07
N05CM07,KEGG,N,N05,N05C,N05CM,N05CM07
N05CM07,Twosides,N,N05,N05C,N05CM,N05CM07
N05CM09,Drugbank,N,N05,N05C,N05CM,N05CM09
N05CM09,HEP,N,N05,N05C,N05CM,N05CM09
N05CM09,HIV,N,N05,N05C,N05CM,N05CM09
N05CM09,KEGG,N,N05,N05C,N05CM,N05CM09
N05CM10,Drugbank,N,N05,N05C,N05CM,N05CM10
N05CM10,KEGG,N,N05,N05C,N05CM,N05CM10
N05CM12,Drugbank,N,N05,N05C,N05CM,N05CM12
N05CM12,KEGG,N,N05,N05C,N05CM,N05CM12
N05CM13,Drugbank,N,N05,N05C,N05CM,N05CM13
N05CM13,KEGG,N,N05,N05C,N05CM,N05CM13
N05CM15,Drugbank,N,N05,N05C,N05CM,N05CM15
N05CM15,KEGG,N,N05,N05C,N05CM,N05CM15
N05CM16,Drugbank,N,N05,N05C,N05CM,N05CM16
N05CM16,KEGG,N,N05,N05C,N05CM,N05CM16
N05CM19,Drugbank,N,N05,N05C,N05CM,N05CM19
N05CM19,KEGG,N,N05,N05C,N05CM,N05CM19
N05CX01,Drugbank,N,N05,N05C,N05CX,N05CX01
N05CX02,Drugbank,N,N05,N05C,N05CX,N05CX02
N05CX03,Drugbank,N,N05,N05C,N05CX,N05CX03
N05CX04,Drugbank,N,N05,N05C,N05CX,N05CX04
N05CX05,Drugbank,N,N05,N05C,N05CX,N05CX05
N05AA03,Drugbank,N,N05,N05A,N05AA,N05AA03
N05AA03,KEGG,N,N05,N05A,N05AA,N05AA03
N05AA03,NDFRT,N,N05,N05A,N05AA,N05AA03
N05AA03,Twosides,N,N05,N05A,N05AA,N05AA03
N05AA04,Drugbank,N,N05,N05A,N05AA,N05AA04
N05AA04,KEGG,N,N05,N05A,N05AA,N05AA04
N05AA05,Drugbank,N,N05,N05A,N05AA,N05AA05
N05AA05,KEGG,N,N05,N05A,N05AA,N05AA05
N05AA05,NDFRT,N,N05,N05A,N05AA,N05AA05
N05AA06,Drugbank,N,N05,N05A,N05AA,N05AA06
N05AA06,KEGG,N,N05,N05A,N05AA,N05AA06
N05AA06,Twosides,N,N05,N05A,N05AA,N05AA06
N05AA07,Drugbank,N,N05,N05A,N05AA,N05AA07
N05AA07,KEGG,N,N05,N05A,N05AA,N05AA07
N06AB02,Drugbank,N,N06,N06A,N06AB,N06AB02
N06AB02,KEGG,N,N06,N06A,N06AB,N06AB02
N06AB07,Drugbank,N,N06,N06A,N06AB,N06AB07
N06AB07,KEGG,N,N06,N06A,N06AB,N06AB07
N06AB09,Drugbank,N,N06,N06A,N06AB,N06AB09
N06AB09,KEGG,N,N06,N06A,N06AB,N06AB09
N06AF02,Drugbank,N,N06,N06A,N06AF,N06AF02
N06AF02,KEGG,N,N06,N06A,N06AF,N06AF02
N06AF05,Drugbank,N,N06,N06A,N06AF,N06AF05
N06AF05,KEGG,N,N06,N06A,N06AF,N06AF05
N06AF06,Drugbank,N,N06,N06A,N06AF,N06AF06
N06AF06,KEGG,N,N06,N06A,N06AF,N06AF06
N06AG03,Drugbank,N,N06,N06A,N06AG,N06AG03
N06AG03,KEGG,N,N06,N06A,N06AG,N06AG03
N06AX01,Drugbank,N,N06,N06A,N06AX,N06AX01
N06AX01,KEGG,N,N06,N06A,N06AX,N06AX01
N06AX02,Drugbank,N,N06,N06A,N06AX,N06AX02
N06AX02,KEGG,N,N06,N06A,N06AX,N06AX02
N06AX02,NDFRT,N,N06,N06A,N06AX,N06AX02
N06AX02,Twosides,N,N06,N06A,N06AX,N06AX02
N06AX04,Drugbank,N,N06,N06A,N06AX,N06AX04
N06AX04,KEGG,N,N06,N06A,N06AX,N06AX04
N06AX07,Drugbank,N,N06,N06A,N06AX,N06AX07
N06AX07,KEGG,N,N06,N06A,N06AX,N06AX07
N06AX08,Drugbank,N,N06,N06A,N06AX,N06AX08
N06AX08,KEGG,N,N06,N06A,N06AX,N06AX08
N06AX09,Drugbank,N,N06,N06A,N06AX,N06AX09
N06AX09,KEGG,N,N06,N06A,N06AX,N06AX09
N06AX10,Drugbank,N,N06,N06A,N06AX,N06AX10
N06AX10,KEGG,N,N06,N06A,N06AX,N06AX10
N06AX13,Drugbank,N,N06,N06A,N06AX,N06AX13
N06AX13,KEGG,N,N06,N06A,N06AX,N06AX13
N06AX14,Drugbank,N,N06,N06A,N06AX,N06AX14
N06AX14,HEP,N,N06,N06A,N06AX,N06AX14
N06AX14,KEGG,N,N06,N06A,N06AX,N06AX14
N06AX14,Twosides,N,N06,N06A,N06AX,N06AX14
N06AX15,Drugbank,N,N06,N06A,N06AX,N06AX15
N06AX15,KEGG,N,N06,N06A,N06AX,N06AX15
N06AX19,Drugbank,N,N06,N06A,N06AX,N06AX19
N06AX19,KEGG,N,N06,N06A,N06AX,N06AX19
N06AX23,Drugbank,N,N06,N06A,N06AX,N06AX23
N06AX23,HEP,N,N06,N06A,N06AX,N06AX23
N06AX23,KEGG,N,N06,N06A,N06AX,N06AX23
N06AX23,NDFRT,N,N06,N06A,N06AX,N06AX23
N06AX23,ONC_HIGH,N,N06,N06A,N06AX,N06AX23
N06AX23,Twosides,N,N06,N06A,N06AX,N06AX23
N06AX24,Drugbank,N,N06,N06A,N06AX,N06AX24
N06AX24,KEGG,N,N06,N06A,N06AX,N06AX24
N06AX24,NDFRT,N,N06,N06A,N06AX,N06AX24
N06AX24,Twosides,N,N06,N06A,N06AX,N06AX24
N06BA06,Drugbank,N,N06,N06B,N06BA,N06BA06
N06BA08,Drugbank,N,N06,N06B,N06BA,N06BA08
N06BA10,Drugbank,N,N06,N06B,N06BA,N06BA10
N06BA10,KEGG,N,N06,N06B,N06BA,N06BA10
N06BA11,Drugbank,N,N06,N06B,N06BA,N06BA11
N06BA11,NDFRT,N,N06,N06B,N06BA,N06BA11
N06BA11,ONC_HIGH,N,N06,N06B,N06BA,N06BA11
N06BA11,Twosides,N,N06,N06B,N06BA,N06BA11
N06BA13,Drugbank,N,N06,N06B,N06BA,N06BA13
N06BA13,KEGG,N,N06,N06B,N06BA,N06BA13
N06BA13,NDFRT,N,N06,N06B,N06BA,N06BA13
N06BA13,Twosides,N,N06,N06B,N06BA,N06BA13
N06BC02,Drugbank,N,N06,N06B,N06BC,N06BC02
N06BC02,KEGG,N,N06,N06B,N06BC,N06BC02
N06BX03,Drugbank,N,N06,N06B,N06BX,N06BX03
N06BX03,HEP,N,N06,N06B,N06BX,N06BX03
N06BX03,KEGG,N,N06,N06B,N06BX,N06BX03
N06BX03,Twosides,N,N06,N06B,N06BX,N06BX03
N06BX04,Drugbank,N,N06,N06B,N06BX,N06BX04
N06BX07,Drugbank,N,N06,N06B,N06BX,N06BX07
N06BX10,Drugbank,N,N06,N06B,N06BX,N06BX10
N06BX11,Drugbank,N,N06,N06B,N06BX,N06BX11
N06BX13,Drugbank,N,N06,N06B,N06BX,N06BX13
N06BX17,Drugbank,N,N06,N06B,N06BX,N06BX17
N06BX18,Drugbank,N,N06,N06B,N06BX,N06BX18
N06BX18,KEGG,N,N06,N06B,N06BX,N06BX18
N06BX18,Twosides,N,N06,N06B,N06BX,N06BX18
N06BX21,Drugbank,N,N06,N06B,N06BX,N06BX21
N06BX22,Drugbank,N,N06,N06B,N06BX,N06BX22
N06CA02,Drugbank,N,N06,N06C,N06CA,N06CA02
N06DA01,Drugbank,N,N06,N06D,N06DA,N06DA01
N06DA01,KEGG,N,N06,N06D,N06DA,N06DA01
N06DA01,PK_corpus,N,N06,N06D,N06DA,N06DA01
N06DA05,Drugbank,N,N06,N06D,N06DA,N06DA05
N06DA05,KEGG,N,N06,N06D,N06DA,N06DA05
N06DA52,Drugbank,N,N06,N06D,N06DA,N06DA52
N06DA52,HEP,N,N06,N06D,N06DA,N06DA52
N06DA52,PK_corpus,N,N06,N06D,N06DA,N06DA52
N06DA53,Drugbank,N,N06,N06D,N06DA,N06DA53
N06DA53,HEP,N,N06,N06D,N06DA,N06DA53
N06DA53,HIV,N,N06,N06D,N06DA,N06DA53
N06DA53,PK_corpus,N,N06,N06D,N06DA,N06DA53
N06AA03,Drugbank,N,N06,N06A,N06AA,N06AA03
N06AA05,Drugbank,N,N06,N06A,N06AA,N06AA05
N06AA05,KEGG,N,N06,N06A,N06AA,N06AA05
N06AA05,Twosides,N,N06,N06A,N06AA,N06AA05
N06AA07,Drugbank,N,N06,N06A,N06AA,N06AA07
N06AA07,KEGG,N,N06,N06A,N06AA,N06AA07
N06AA07,Twosides,N,N06,N06A,N06AA,N06AA07
N06AA08,Drugbank,N,N06,N06A,N06AA,N06AA08
N06AA08,KEGG,N,N06,N06A,N06AA,N06AA08
N06AA13,Drugbank,N,N06,N06A,N06AA,N06AA13
N06AA13,KEGG,N,N06,N06A,N06AA,N06AA13
N06AA14,Drugbank,N,N06,N06A,N06AA,N06AA14
N06AA14,KEGG,N,N06,N06A,N06AA,N06AA14
N06AA15,Drugbank,N,N06,N06A,N06AA,N06AA15
N06AA15,KEGG,N,N06,N06A,N06AA,N06AA15
N06AA18,Drugbank,N,N06,N06A,N06AA,N06AA18
N06AA18,KEGG,N,N06,N06A,N06AA,N06AA18
N06AA19,Drugbank,N,N06,N06A,N06AA,N06AA19
N06AA19,KEGG,N,N06,N06A,N06AA,N06AA19
N06AA23,Drugbank,N,N06,N06A,N06AA,N06AA23
N06AA23,KEGG,N,N06,N06A,N06AA,N06AA23
N07AB02,Drugbank,N,N07,N07A,N07AB,N07AB02
N07AB02,KEGG,N,N07,N07A,N07AB,N07AB02
N07AB02,Twosides,N,N07,N07A,N07AB,N07AB02
N07AX03,Drugbank,N,N07,N07A,N07AX,N07AX03
N07AX03,KEGG,N,N07,N07A,N07AX,N07AX03
N07AX03,Twosides,N,N07,N07A,N07AX,N07AX03
N07BB02,Drugbank,N,N07,N07B,N07BB,N07BB02
N07BB02,HEP,N,N07,N07B,N07BB,N07BB02
N07BB02,KEGG,N,N07,N07B,N07BB,N07BB02
N07BB05,Drugbank,N,N07,N07B,N07BB,N07BB05
N07BB05,HEP,N,N07,N07B,N07BB,N07BB05
N07BB05,KEGG,N,N07,N07B,N07BB,N07BB05
N07BC03,Drugbank,N,N07,N07B,N07BC,N07BC03
N07BC03,KEGG,N,N07,N07B,N07BC,N07BC03
N07BC03,ONC_HIGH,N,N07,N07B,N07BC,N07BC03
N07CA01,Drugbank,N,N07,N07C,N07CA,N07CA01
N07CA01,HEP,N,N07,N07C,N07CA,N07CA01
N07CA01,HIV,N,N07,N07C,N07CA,N07CA01
N07CA01,KEGG,N,N07,N07C,N07CA,N07CA01
N07CA01,Twosides,N,N07,N07C,N07CA,N07CA01
N07CA02,Drugbank,N,N07,N07C,N07CA,N07CA02
N07CA02,KEGG,N,N07,N07C,N07CA,N07CA02
N07CA02,Twosides,N,N07,N07C,N07CA,N07CA02
N07CA03,Drugbank,N,N07,N07C,N07CA,N07CA03
N07CA03,KEGG,N,N07,N07C,N07CA,N07CA03
N07CA03,Twosides,N,N07,N07C,N07CA,N07CA03
N07XX05,Drugbank,N,N07,N07X,N07XX,N07XX05
N07XX06,Drugbank,N,N07,N07X,N07XX,N07XX06
N07XX06,KEGG,N,N07,N07X,N07XX,N07XX06
N07XX06,NDFRT,N,N07,N07X,N07XX,N07XX06
N07XX06,Twosides,N,N07,N07X,N07XX,N07XX06
N07XX07,Drugbank,N,N07,N07X,N07XX,N07XX07
N07XX07,Twosides,N,N07,N07X,N07XX,N07XX07
N07XX10,Drugbank,N,N07,N07X,N07XX,N07XX10
N07XX11,Drugbank,N,N07,N07X,N07XX,N07XX11
N07XX11,KEGG,N,N07,N07X,N07XX,N07XX11
N07XX13,Drugbank,N,N07,N07X,N07XX,N07XX13
N07XX14,Drugbank,N,N07,N07X,N07XX,N07XX14
N07XX14,KEGG,N,N07,N07X,N07XX,N07XX14
N07AA01,Drugbank,N,N07,N07A,N07AA,N07AA01
N07AA01,HEP,N,N07,N07A,N07AA,N07AA01
N07AA01,HIV,N,N07,N07A,N07AA,N07AA01
N07AA01,KEGG,N,N07,N07A,N07AA,N07AA01
N07AA01,NDFRT,N,N07,N07A,N07AA,N07AA01
N07AA01,ONC_NI,N,N07,N07A,N07AA,N07AA01
N07AA01,Twosides,N,N07,N07A,N07AA,N07AA01
N07AA02,Drugbank,N,N07,N07A,N07AA,N07AA02
N07AA02,HEP,N,N07,N07A,N07AA,N07AA02
N07AA02,HIV,N,N07,N07A,N07AA,N07AA02
N07AA02,KEGG,N,N07,N07A,N07AA,N07AA02
N07AA02,NDFRT,N,N07,N07A,N07AA,N07AA02
N07AA02,ONC_NI,N,N07,N07A,N07AA,N07AA02
N07AA02,Twosides,N,N07,N07A,N07AA,N07AA02
N07AA03,Drugbank,N,N07,N07A,N07AA,N07AA03
N07AA03,KEGG,N,N07,N07A,N07AA,N07AA03
N07AA03,Twosides,N,N07,N07A,N07AA,N07AA03
N07AA30,Drugbank,N,N07,N07A,N07AA,N07AA30
N07AA30,KEGG,N,N07,N07A,N07AA,N07AA30
N07AA30,ONC_NI,N,N07,N07A,N07AA,N07AA30
N07AA30,Twosides,N,N07,N07A,N07AA,N07AA30
N07AA51,Drugbank,N,N07,N07A,N07AA,N07AA51
N07AA51,HEP,N,N07,N07A,N07AA,N07AA51
N07AA51,HIV,N,N07,N07A,N07AA,N07AA51
N07AA51,KEGG,N,N07,N07A,N07AA,N07AA51
N07AA51,ONC_NI,N,N07,N07A,N07AA,N07AA51
P01AB02,Drugbank,P,P01,P01A,P01AB,P01AB02
P01AB02,HIV,P,P01,P01A,P01AB,P01AB02
P01AB02,KEGG,P,P01,P01A,P01AB,P01AB02
P01AB02,Twosides,P,P01,P01A,P01AB,P01AB02
P01AB03,Drugbank,P,P01,P01A,P01AB,P01AB03
P01AB03,KEGG,P,P01,P01A,P01AB,P01AB03
P01AB03,Twosides,P,P01,P01A,P01AB,P01AB03
P01AB04,Drugbank,P,P01,P01A,P01AB,P01AB04
P01AB05,Drugbank,P,P01,P01A,P01AB,P01AB05
P01AX02,Drugbank,P,P01,P01A,P01AX,P01AX02
P01AX05,Drugbank,P,P01,P01A,P01AX,P01AX05
P01AX05,Twosides,P,P01,P01A,P01AX,P01AX05
P01AX10,Drugbank,P,P01,P01A,P01AX,P01AX10
P01AX52,Drugbank,P,P01,P01A,P01AX,P01AX52
P01BA03,Drugbank,P,P01,P01B,P01BA,P01BA03
P01BA03,HEP,P,P01,P01B,P01BA,P01BA03
P01BA03,HIV,P,P01,P01B,P01BA,P01BA03
P01BA03,KEGG,P,P01,P01B,P01BA,P01BA03
P01BA03,Twosides,P,P01,P01B,P01BA,P01BA03
P01BA06,Drugbank,P,P01,P01B,P01BA,P01BA06
P01BA06,HEP,P,P01,P01B,P01BA,P01BA06
P01BA06,HIV,P,P01,P01B,P01BA,P01BA06
P01BA06,KEGG,P,P01,P01B,P01BA,P01BA06
P01BA06,Twosides,P,P01,P01B,P01BA,P01BA06
P01BB01,Drugbank,P,P01,P01B,P01BB,P01BB01
P01BB01,HEP,P,P01,P01B,P01BB,P01BB01
P01BB01,HIV,P,P01,P01B,P01BB,P01BB01
P01BB01,KEGG,P,P01,P01B,P01BB,P01BB01
P01BB01,Twosides,P,P01,P01B,P01BB,P01BB01
P01BB02,Drugbank,P,P01,P01B,P01BB,P01BB02
P01BB02,KEGG,P,P01,P01B,P01BB,P01BB02
P01BE01,Drugbank,P,P01,P01B,P01BE,P01BE01
P01BE01,HEP,P,P01,P01B,P01BE,P01BE01
P01BE01,HIV,P,P01,P01B,P01BE,P01BE01
P01BE02,Drugbank,P,P01,P01B,P01BE,P01BE02
P01BE02,HEP,P,P01,P01B,P01BE,P01BE02
P01BE02,NDFRT,P,P01,P01B,P01BE,P01BE02
P01BE02,Twosides,P,P01,P01B,P01BE,P01BE02
P01BE03,Drugbank,P,P01,P01B,P01BE,P01BE03
P01BE03,HEP,P,P01,P01B,P01BE,P01BE03
P01BE03,Twosides,P,P01,P01B,P01BE,P01BE03
P01BE04,Drugbank,P,P01,P01B,P01BE,P01BE04
P01BE05,Drugbank,P,P01,P01B,P01BE,P01BE05
P01BE05,HEP,P,P01,P01B,P01BE,P01BE05
P01BF01,Drugbank,P,P01,P01B,P01BF,P01BF01
P01BF01,HEP,P,P01,P01B,P01BF,P01BF01
P01BF01,HIV,P,P01,P01B,P01BF,P01BF01
P01BF01,KEGG,P,P01,P01B,P01BF,P01BF01
P01BF03,Drugbank,P,P01,P01B,P01BF,P01BF03
P01BF03,HEP,P,P01,P01B,P01BF,P01BF03
P01BF03,HIV,P,P01,P01B,P01BF,P01BF03
P01BF05,Drugbank,P,P01,P01B,P01BF,P01BF05
P01BF05,HIV,P,P01,P01B,P01BF,P01BF05
P01BF06,Drugbank,P,P01,P01B,P01BF,P01BF06
P01BF06,HEP,P,P01,P01B,P01BF,P01BF06
P01BX02,Drugbank,P,P01,P01B,P01BX,P01BX02
P01BX02,HIV,P,P01,P01B,P01BX,P01BX02
P01CA02,Drugbank,P,P01,P01C,P01CA,P01CA02
P01CA02,HIV,P,P01,P01C,P01CA,P01CA02
P01CX02,Drugbank,P,P01,P01C,P01CX,P01CX02
P01CX02,HIV,P,P01,P01C,P01CX,P01CX02
P02BA01,Drugbank,P,P02,P02B,P02BA,P02BA01
P02BA01,HEP,P,P02,P02B,P02BA,P02BA01
P02BA01,HIV,P,P02,P02B,P02BA,P02BA01
P02BA01,KEGG,P,P02,P02B,P02BA,P02BA01
P02BA01,NDFRT,P,P02,P02B,P02BA,P02BA01
P02BA01,Twosides,P,P02,P02B,P02BA,P02BA01
P02BA02,Drugbank,P,P02,P02B,P02BA,P02BA02
P02BA02,HEP,P,P02,P02B,P02BA,P02BA02
P02BA02,HIV,P,P02,P02B,P02BA,P02BA02
P02BB01,Drugbank,P,P02,P02B,P02BB,P02BB01
P02BB01,KEGG,P,P02,P02B,P02BB,P02BB01
P02BX04,Drugbank,P,P02,P02B,P02BX,P02BX04
P02BX04,HIV,P,P02,P02B,P02BX,P02BX04
P02CA05,Drugbank,P,P02,P02C,P02CA,P02CA05
P02CA06,Drugbank,P,P02,P02C,P02CA,P02CA06
P02CB01,Drugbank,P,P02,P02C,P02CB,P02CB01
P02CB02,Drugbank,P,P02,P02C,P02CB,P02CB02
P02CB02,HIV,P,P02,P02C,P02CB,P02CB02
P02CB02,Twosides,P,P02,P02C,P02CB,P02CB02
P02CC01,Drugbank,P,P02,P02C,P02CC,P02CC01
P02CC01,HEP,P,P02,P02C,P02CC,P02CC01
P02CC01,HIV,P,P02,P02C,P02CC,P02CC01
P02CC01,KEGG,P,P02,P02C,P02CC,P02CC01
P02CC01,Twosides,P,P02,P02C,P02CC,P02CC01
P02CF01,Drugbank,P,P02,P02C,P02CF,P02CF01
P02CF01,HEP,P,P02,P02C,P02CF,P02CF01
P02CF01,HIV,P,P02,P02C,P02CF,P02CF01
P02CF01,KEGG,P,P02,P02C,P02CF,P02CF01
P02CF01,Twosides,P,P02,P02C,P02CF,P02CF01
P02DA01,Drugbank,P,P02,P02D,P02DA,P02DA01
P02DA01,HIV,P,P02,P02D,P02DA,P02DA01
P02DA01,ONC_NI,P,P02,P02D,P02DA,P02DA01
P03AB02,Drugbank,P,P03,P03A,P03AB,P03AB02
P03AC02,Drugbank,P,P03,P03A,P03AC,P03AC02
P03AC52,Drugbank,P,P03,P03A,P03AC,P03AC52
P03AX03,Drugbank,P,P03,P03A,P03AX,P03AX03
P03AX03,KEGG,P,P03,P03A,P03AX,P03AX03
P03AX03,Twosides,P,P03,P03A,P03AX,P03AX03
P03AX06,Drugbank,P,P03,P03A,P03AX,P03AX06
R01AB02,Drugbank,R,R01,R01A,R01AB,R01AB02
R01AB02,KEGG,R,R01,R01A,R01AB,R01AB02
R01AB02,NDFRT,R,R01,R01A,R01AB,R01AB02
R01AB02,Twosides,R,R01,R01A,R01AB,R01AB02
R01AB03,Drugbank,R,R01,R01A,R01AB,R01AB03
R01AB03,KEGG,R,R01,R01A,R01AB,R01AB03
R01AB03,Twosides,R,R01,R01A,R01AB,R01AB03
R01AB06,Drugbank,R,R01,R01A,R01AB,R01AB06
R01AB06,KEGG,R,R01,R01A,R01AB,R01AB06
R01AB06,Twosides,R,R01,R01A,R01AB,R01AB06
R01AB07,Drugbank,R,R01,R01A,R01AB,R01AB07
R01AB07,KEGG,R,R01,R01A,R01AB,R01AB07
R01AB07,NDFRT,R,R01,R01A,R01AB,R01AB07
R01AB07,Twosides,R,R01,R01A,R01AB,R01AB07
R01AC02,Drugbank,R,R01,R01A,R01AC,R01AC02
R01AC02,KEGG,R,R01,R01A,R01AC,R01AC02
R01AC02,Twosides,R,R01,R01A,R01AC,R01AC02
R01AC03,Drugbank,R,R01,R01A,R01AC,R01AC03
R01AC03,KEGG,R,R01,R01A,R01AC,R01AC03
R01AC03,Twosides,R,R01,R01A,R01AC,R01AC03
R01AC04,Drugbank,R,R01,R01A,R01AC,R01AC04
R01AC04,KEGG,R,R01,R01A,R01AC,R01AC04
R01AC06,Drugbank,R,R01,R01A,R01AC,R01AC06
R01AC06,KEGG,R,R01,R01A,R01AC,R01AC06
R01AC07,Drugbank,R,R01,R01A,R01AC,R01AC07
R01AC07,Twosides,R,R01,R01A,R01AC,R01AC07
R01AC08,Drugbank,R,R01,R01A,R01AC,R01AC08
R01AC08,KEGG,R,R01,R01A,R01AC,R01AC08
R01AC08,Twosides,R,R01,R01A,R01AC,R01AC08
R01AD04,Drugbank,R,R01,R01A,R01AD,R01AD04
R01AD04,HEP,R,R01,R01A,R01AD,R01AD04
R01AD04,HIV,R,R01,R01A,R01AD,R01AD04
R01AD04,KEGG,R,R01,R01A,R01AD,R01AD04
R01AD04,ONC_NI,R,R01,R01A,R01AD,R01AD04
R01AD04,Twosides,R,R01,R01A,R01AD,R01AD04
R01AD07,Drugbank,R,R01,R01A,R01AD,R01AD07
R01AD07,KEGG,R,R01,R01A,R01AD,R01AD07
R01AD07,Twosides,R,R01,R01A,R01AD,R01AD07
R01AD57,Drugbank,R,R01,R01A,R01AD,R01AD57
R01AX06,Drugbank,R,R01,R01A,R01AX,R01AX06
R01AX06,Twosides,R,R01,R01A,R01AX,R01AX06
R01AX08,Drugbank,R,R01,R01A,R01AX,R01AX08
R01AX08,KEGG,R,R01,R01A,R01AX,R01AX08
R01AA02,Drugbank,R,R01,R01A,R01AA,R01AA02
R01AA05,Drugbank,R,R01,R01A,R01AA,R01AA05
R01AA05,KEGG,R,R01,R01A,R01AA,R01AA05
R01AA05,NDFRT,R,R01,R01A,R01AA,R01AA05
R01AA05,Twosides,R,R01,R01A,R01AA,R01AA05
R01AA06,Drugbank,R,R01,R01A,R01AA,R01AA06
R01AA06,KEGG,R,R01,R01A,R01AA,R01AA06
R01AA06,Twosides,R,R01,R01A,R01AA,R01AA06
